year,authority_code,district,distance_from_tel_aviv,year_of_municipal_status,council_members_number,socioeconomic_level,total_population,jews_and_others,total_men,total_women,dependency_ratio,natural_increase_per_1000,total_migration_balance,immigrants_post_1990,population_growth_rate,total_in_migration,male_in_migration,female_in_migration,in_migration_age_15_29,total_out_migration,male_out_migration,female_out_migration,out_migration_age_15_29,unemployment_benefits_total,male_unemployment_benefits,avg_age_unemployment_recipients,income_support_recipients_yearly,avg_salary_employees,avg_salary_male,avg_salary_female,change_salary_emp_yoy,change_salary_male_yoy,change_salary_female_yoy,employees_total,percent_earning_min_wage,self_employed_total,avg_income_self_employed,change_income_self_employed_yoy,percent_earning_half_avg_salary,inequality_index_gini,"בתי ספר - סה""כ -",total_classes,total_students,avg_students_per_class,percent_bagrut_eligible,percent_university_bagrut,water_receipts,start_roads_length_km,start_roads_area_sqm,start_water_pipes_km,start_sewage_pipes_km,start_drainage_pipes_km,complete_roads_length_km,complete_roads_area_sqm,complete_water_pipes_km,complete_sewage_pipes_km,complete_drainage_pipes_km,total_private_cars,avg_car_age,accidents_per_1000_residents,accidents_per_1000_vehicles,compactness_cluster,peripheral_cluster,satisfaction_municipal_services,satisfaction_municipal_performance,satisfaction_residential_area,satisfaction_cleanliness,satisfaction_parks_green_spaces,feeling_safe_dark,contacting_local_authority,total_revenues,revenues_change,regular_budget_revenues,gov_participation,gov_participation_change,special_budget_revenues,total_expenditures,expenditures_change,operations_expenditures,loan_repayment_expenditures,financing_expenditures,special_budget_expenditures,budget_surplus_deficit,annual_surplus_deficit,cumulative_deficit,property_tax_total_prev_year,property_tax_residential_prev_year,property_tax_business_prev_year,property_tax_total_current_year,property_tax_residential_current_year,property_tax_business_current_year,total_jurisdiction_area,residential_percent_area,education_percent_area,health_welfare_percent_area,public_services_percent_area,culture_leisure_sports_percent_area,commerce_percent_area,industry_infrastructure_percent_area,transportation_percent_area,agricultural_buildings_percent_area,public_open_space_percent_area,forest_woodland_percent_area,orchards_citrus_olive_percent_area,cultivated_fields_percent_area,other_open_space_percent_area,population_density,authority_name,incident_year,incident_type,is_treatment
2008,166,6.0,30.21476579027154,1950.0,11.0,6.0,17.9,99.8,9.1,8.8,850.0,13.7053352912384,849.0,9.3,6.5,1515.0,767.0,748.0,269.0,648.0,320.0,328.0,183.0,127.0,51.0,41.0,263.0,8281.27800815772,10915.3200270321,5788.73123401253,20.7261361417997,20.9361816198283,13.7082523533627,7355.0,32.5,673.0,7945.77191679049,6.10214241888727,38.6,0.407887422278057,6,117.0,3624.0,31.0,53.0,50.2,1787.0,,,,,,,,,,,4701.0,7.86917677089981,0.9,2.6,5.0,6.0,,,,,,,,73906.0,2.6,62392.0,18913.0,3.0,11514.0,,1.3,,,444.0,,81.0,81.0,,4156.7,616.5,29.3,4182.3,655.9,32.1,10.962,17.4,0.8,0.1,0.3,0.2,0.1,2.3,0.0,0.0,0.8,0.1,29.4,39.7,8.5,6839.0,גן יבנה,,,0
2009,166,6.0,30.21476579027154,1950.0,11.0,6.0,18.4,99.7,9.2,9.2,872.0,19.0,723.0,8.9,6.0,1604.0,807.0,797.0,278.0,804.0,396.0,408.0,237.0,210.0,98.0,41.1,301.0,8640.0,11371.0,6173.0,-0.2,-0.4,2.0,7729.0,31.9,690.0,8390.0,1.0,38.8,0.41006779162316,7,125.0,3823.0,31.0,59.4,53.8,1601.0,,,,,,,,,,,5077.0,7.6,0.8,2.3,5.0,6.0,,,,,,,,87844.0,7.2,70490.0,21186.0,0.7,17354.0,91384.0,11.2,26197.0,1095.0,531.0,20926.0,32.0,32.0,-6085.0,4182.3,655.9,32.1,4111.4,695.1,31.0,10.962,17.4,0.8,0.1,0.3,0.2,0.1,2.3,0.0,0.0,0.8,0.1,29.4,39.7,8.5,6839.0,גן יבנה,,,0
2010,166,6.0,30.21476579027154,1950.0,11.0,6.0,19.4,99.7,9.7,9.7,864.0,15.6,728.0,8.8,5.7,1412.0,697.0,715.0,269.0,685.0,344.0,341.0,207.0,187.0,68.0,41.7,324.0,8702.10002669295,11378.7661290323,6294.16543802169,-2.50408257747124,-3.12835294257451,-1.29309026899712,8117.0,31.6,752.0,8163.8516179078,-5.80728740920047,37.5,0.402940740457369,7,130.0,3949.0,30.0,60.8,55.3,1636.0,,,,,,,,,,,5529.0,7.43823476216314,1.0,2.9,5.0,6.0,,,,,,,,95815.0,6.2,75503.0,24358.0,11.9,20312.0,91011.0,-3.0,26386.0,844.0,566.0,15587.0,79.0,79.0,-6006.0,4111.4,695.1,31.0,4163.8,733.8,34.6,10.962,17.4,0.8,0.1,0.3,0.2,0.1,2.3,0.0,0.0,0.8,0.1,29.4,39.7,8.5,6839.0,גן יבנה,,,0
2011,166,6.0,30.21476579027154,1950.0,11.0,6.0,20.5,99.7,10.2,10.3,842.0,14.6873250000209,725.5,8.4,5.25585965185685,1137.0,575.0,562.0,208.0,662.0,335.0,327.0,193.0,161.0,57.0,41.4,321.0,9240.35371064029,12133.0140988136,6568.50212039331,2.79315675075276,3.2222233739887,1.02476969278751,8543.0,30.9,741.0,8796.90755735493,4.31207968442551,37.4,0.40519716847408,7,136.0,4126.0,30.0,65.5,58.2,1652.0,,,,,,,,,,,5951.0,7.21895479751302,1.0,2.7,5.0,6.0,,,,,,,,94083.0,-5.1,74220.0,28271.0,12.1,19863.0,92661.0,-1.6,24482.0,749.0,587.0,18463.0,22.0,22.0,-5984.0,4163.8,733.8,34.6,4177.9,775.1,42.8,10.962,17.4,0.8,0.1,0.3,0.2,0.1,2.3,0.0,0.0,0.8,0.1,29.4,39.7,8.5,6839.0,גן יבנה,,,0
2012,166,6.0,30.21476579027154,1950.0,10.0,6.0,20.7,99.7,10.4,10.3,829.0,13.0295915150133,112.0,8.7,1.26279935282207,873.0,438.0,435.0,197.0,761.0,349.0,412.0,245.0,191.0,65.0,42.0,277.0,9922.99601987293,12965.7474579511,7078.57143367639,3.75615553496846,3.24963053598846,4.12114249904381,9024.0,29.6,752.0,8906.98149379433,-2.17267642124767,40.7,0.411848240380942,7,144.0,4349.0,30.0,69.7,57.6,1700.0,,,,,,,,,,,6158.0,7.0,0.9,2.5,5.0,6.0,,,,,,,,107330.0,12.2,77893.0,30884.0,7.5,29437.0,96978.0,3.0,26829.0,799.0,678.0,19105.0,20.0,20.0,-5964.0,4177.9,775.1,42.8,4179.9,812.8,43.3,10.962,17.4,0.8,0.1,0.3,0.2,0.1,2.3,0.0,0.0,0.8,0.1,29.4,39.7,8.5,6839.0,גן יבנה,,,0
2013,166,6.0,30.21476579027154,1950.0,10.0,6.0,21.2,99.7,10.6,10.6,827.0,13.7375086455675,195.0,8.7,2.57512803169388,984.0,490.0,494.0,203.0,787.0,368.0,419.0,211.0,220.0,83.0,43.0,260.0,9812.54341577178,12742.6000377074,7113.88738973397,-2.71106804093408,-3.30919966275248,-1.12510651852145,9219.0,31.5,775.0,9110.3388172043,0.63027058468963,37.9,0.415011158167741,7,151.0,4536.0,30.0,78.6,69.1,1844.0,,,,,,,,,,,6455.0,7.0,1.57408953230461,4.16877210712481,5.0,6.0,,,,,,,,107436.0,-1.5,85409.0,33438.0,6.6,22027.0,114639.0,16.3,29586.0,1936.0,709.0,29295.0,65.0,65.0,-5899.0,4179.9,812.8,43.3,37438.0,26662.0,3491.0,10.962,17.4,0.8,0.1,0.3,0.2,0.1,2.3,0.0,0.0,0.8,0.1,29.4,39.7,8.5,6839.0,גן יבנה,,,0
2014,166,6.0,30.21476579027154,1950.0,10.0,6.0,21.8,99.7,10.9,10.8,821.0,12.0,270.0,8.7,2.5,978.0,493.0,485.0,175.0,707.0,345.0,362.0,199.0,221.0,85.0,43.0,236.0,10154.5566408242,13109.06401766,7454.42992646102,2.2,1.6,3.5,9803.0,31.2,817.0,9465.7,2.7,35.5,0.4134,7,158.0,4650.0,29.0,77.3,66.6,1814.0,,,,,,,,,,,6886.0,7.0,0.604791812049314,1.64556962025316,5.0,6.0,,,,,,,,102352.0,-5.1,90616.0,39162.0,16.7,11736.0,108978.0,-5.3,32238.0,1780.0,715.0,18410.0,48.0,48.0,-5851.0,4165.1,774.8,35.9,4225.2,789.6,33.8,11.44,27.7,1.3,0.1,0.1,0.7,0.4,1.0,1.3,0.2,0.6,0.1,8.2,39.7,18.8,6688.0,גן יבנה,,,0
2015,166,6.0,30.21476579027154,1950.0,13.0,7.0,22.5,99.7,11.2,11.2,821.0,12.4,392.0,8.9,3.2,1132.0,554.0,578.0,182.0,731.0,382.0,349.0,212.0,219.0,80.0,43.0,232.0,10387.9320779051,13318.9908206604,7718.54562043796,1.9,1.2,3.1,10209.0,30.1,828.0,9715.0768921095,2.23223917153084,34.1,0.4148,8,168.0,4839.0,29.0,76.7,70.2,1808.0,,,,,,,,,,,7368.0,7.0,0.859436842700441,2.27831404760477,5.0,6.0,,,,,,,,115942.0,14.0,97672.0,41816.0,7.4,18270.0,117262.0,8.3,33962.0,1645.0,793.0,19723.0,133.0,133.0,-5718.0,4225.2,789.6,33.8,4269.1,832.8,33.4,11.44,27.7,1.3,0.1,0.1,0.7,0.4,1.0,1.3,0.2,0.6,0.1,8.2,39.7,18.8,6688.0,גן יבנה,,,0
2016,166,6.0,30.21476579027154,1950.0,13.0,7.0,23.1,99.7,11.6,11.5,817.0,11.8,288.0,9.0,2.86821360174586,1028.0,534.0,494.0,233.0,740.0,387.0,353.0,205.0,177.0,67.0,41.0,197.0,10942.887029607,13982.653287037,7993.778551324,6.0,5.6,4.2,10966.0,30.4,827.0,10494.190951229,8.7,34.0,0.4125,9,179.0,5035.0,28.0,80.4,71.9,1899.0,2.8,21.0,0.8,,,2.7,19.7,0.8,,,7907.0,6.5,0.570801317233809,1.4693416219271,5.0,6.0,,,,,,,,124383.0,7.8,102885.0,43952.0,5.6,21498.0,124000.0,6.3,35043.0,1959.0,904.0,21169.0,54.0,54.0,-5664.0,4269.1,832.8,33.4,4359.0,882.0,39.3,11.44,27.7,1.3,0.1,0.1,0.7,0.4,1.0,1.3,0.2,0.6,0.1,8.2,39.7,18.8,6688.0,גן יבנה,,,0
2017,166,6.0,30.21476579027154,1950.0,13.0,7.0,23.5,99.7,11.8,11.7,817.0,12.3100837171477,144.0,8.9,1.87899611385505,909.0,458.0,451.0,181.0,764.0,381.0,383.0,218.0,193.0,72.0,41.0,223.0,10904.5647,13870.266637953,8153.70763790246,0.150549644646092,-0.305284096345659,2.51323564325256,10856.0,31.9,882.0,10805.093159486,3.48001251839307,33.2,0.415996054,9,183.0,5137.0,28.0,82.7,74.9,1899.0,,,0.7,,,0.2,1.3,0.7,,,8421.0,6.7,0.6,1.6,5.0,6.0,,,,,,,,137600.0,10.899999999999999,111079.0,47578.0,6.500000000000002,26521.0,111016.0,,39096.0,2065.0,968.0,24601.0,63.0,63.0,-5601.0,4247.150000000001,811.2,33.599999999999994,4369.5,887.2,36.8,11.44,27.7,1.3,0.1,0.1,0.7,0.4,1.0,1.3,0.2,0.6,0.1,8.2,39.7,18.8,6688.0,גן יבנה,,,0
2018,166,6.0,30.21476579027154,1950.0,13.0,7.0,23.751,99.7136962654204,11.906,11.845,797.956093868282,10.7440463601371,49.0,8.93015030946065,0.934936891759804,778.0,397.0,381.0,169.0,737.0,382.0,355.0,215.0,191.0,74.0,41.0,192.0,11437.0777200577,14443.8182616199,8606.22316075531,4.67404743283937,3.92726153948835,5.3391346862617,11550.0,31.5,862.0,11771.2378190255,8.72411890353042,31.2,0.430910702419383,10,169.0,4949.0,29.2840236686391,84.4124700239808,77.2182254196643,1926.103,13.38,297.347,1.971,0.778,8.315,2.605,18.872,1.971,0.778,,8702.0,6.41875430935417,0.507592741423798,1.22511485451761,4.0,6.0,,,,,,,,114106.0,7.8,81753.0,58530.0,5.6,32353.0,104254.0,,15097.0,2973.0,662.0,18228.0,-4273.0,-4273.0,-12788.0,4269.1,832.8,33.4,5204.2,474.0,2.6,11.44,27.7,1.3,0.1,0.1,0.7,0.4,1.0,1.3,0.2,0.6,0.1,8.2,39.7,18.8,6688.0,גן יבנה,,,0
2019,166,6.0,30.21476579027154,1950.0,13.0,7.0,23.869,99.7318697892664,11.948,11.921,778.555994337233,9.19775230453044,-77.0,9.01164727130588,0.496353450475382,793.0,364.0,429.0,156.0,880.0,426.0,454.0,279.0,231.0,89.0,42.0,188.0,11794.689923949,14928.6687854346,8900.26377867746,2.30831301634202,2.53651090647571,2.59583791441051,11878.0,31.8,1062.0,11173.1827526679,0.871294273730161,35.2,0.436685837709002,8,178.0,4952.0,28.2413793103448,84.5360824742268,77.319587628866,1979.369,0.475,4.75,,,,7.525,137.475,,,3.0,9031.0,6.53382792603255,0.92397511735009,2.18059272474973,4.0,6.0,,,,,,,,98372.0,4.525,85127.0,60336.0,4.7625,13245.0,110837.0,,14522.0,4092.0,503.0,24838.0,-872.0,-872.0,-13660.0,875224.19,101623.74666666666,3637.2266666666665,5399.0,478.0,23.0,11.44,27.7,1.3,0.1,0.1,0.7,0.4,1.0,1.3,0.2,0.6,0.1,8.2,39.7,18.8,6688.0,גן יבנה,,,0
2020,166,6.0,30.21476579027154,1950.0,13.0,7.0,23.925,99.7,12.031,11.894,766.0,8.36925137046491,-166.0,9.0,0.23369115982959,730.0,359.0,371.0,136.0,899.0,416.0,483.0,275.0,1390.0,548.0,39.102,277.0,11358.81889,14179.15121,8661.789845,0.583383531664605,0.576630068853556,0.611540388338394,11992.0,34.5,1002.0,11066.3225,-1.77394972705233,35.6,0.424022952,8,179.0,4935.0,27.1797752808989,84.2887473460722,77.7070063694268,2111.05,1.787,15.169,,,0.185,13.08,364.645,,,7.82,9250.0,6.772,0.46030882537557,1.05202754399388,4.0,6.0,,,,,,,,103756.0,4.525,88464.0,64719.0,4.7625,15292.0,101820.0,,15536.0,2389.0,710.0,13454.0,98.0,98.0,-13562.0,875224.19,101623.74666666666,3637.2266666666665,5418.0,523.0,28.0,11.44,27.7,1.3,0.1,0.1,0.7,0.4,1.0,1.3,0.2,0.6,0.1,8.2,39.7,18.8,6688.0,גן יבנה,,,0
2021,166,6.0,30.21476579027154,1950.0,13.0,7.0,24.251,99.7,12.174,12.077,759.0,8.67648223358575,79.0,9.18312646901159,1.36435230423785,960.0,465.0,495.0,160.0,905.0,468.0,437.0,268.0,875.0,351.0,40.0,257.0,11358.81889,14179.15121,8661.789845,0.583383531664605,0.576630068853556,0.611540388338394,11992.0,34.5,1002.0,11066.3225,-1.77394972705233,35.6,0.424022952,8,175.0,4870.0,27.5764705882353,87.6826722338205,82.2546972860125,2147.248,0.757,5.162,1.1,0.85,0.163,0.757,5.162,9.4,7.15,0.163,9631.0,6.772,0.74725684308394,1.6554768693093,4.0,6.0,,,,,,,,0.0,4.525,0.0,0.0,4.7625,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875224.19,101623.74666666666,3637.2266666666665,0.0,0.0,0.0,11.45,30.0,1.7,0.0,0.5,0.4,0.3,1.7,1.5,0.0,0.5,0.1,15.2,34.8,13.3,7070.0,גן יבנה,,,0
2022,166,6.0,30.21476579027154,1950.0,13.0,7.0,24.5741091756311,99.7,12.448,12.127,752.0,8.92977426448276,50.0,9.4,1.33104543110001,988.0,531.0,457.0,152.0,979.0,490.0,489.0,280.0,162.25,70.08,39.5402,208.0,11358.81889,14179.15121,8661.789845,0.583383531664605,0.576630068853556,0.611540388338394,11992.0,34.5,1002.0,11066.3225,-1.77394972705233,35.6,0.424022952,10,179.0,4819.0,27.1190476190476,85.7787810383747,76.0722347629797,2065.076,,,,,,0.2,1.4,0.173,0.85,,9975.0,7.03127819548872,0.245773603609617,0.535475234270415,4.0,6.0,,,,,,,,192461.0,4.525,135091.0,49717.0,4.7625,57370.0,169820.0,,43723.0,3094.0,361.0,35118.0,389.0,389.0,-5432.0,875224.19,101623.74666666666,3637.2266666666665,149042.42,1086.81,49.43,11.45,30.0,1.7,0.0,0.5,0.4,0.3,1.7,1.5,0.0,0.5,0.1,15.2,34.8,13.3,7070.0,גן יבנה,,,0
1999,168,6.0,22.351642358126185,1940.0,11.0,5.0,9.1,98.8,4.6,4.6,71.8,12.7852857062749,339.0,27.0,5.3,576.0,293.0,283.0,180.0,256.0,130.0,126.0,113.0,184.0,86.0,37.0,519.0,8642.814730909628,10905.47566286819,6502.771472985412,2.5,5.2,2.7,7782.347826086957,34.71739130434783,295.0,8512.126195851848,0.9,38.81304347826087,0.4157,5,48.0,3300.809523809524,26.0,64.78295792733836,54.28969245144757,1876.5286086956519,,,,,,,,,,,2069.0,7.5,0.5506279521167602,1.5685740603036764,3.0,7.0,,,,,,,,50884.0,12.7,40787.0,17840.0,12.2,10097.0,53921.0,6.7,25848.0,,882.0,,,,,84930.33666666667,74795.95,2865.27,41450.53284210526,36867.40457894737,1301.891894736842,10.957,17.4029107595103,0.355517790822519,0.0415297629586626,0.0861463342605977,0.128046539636742,0.0280322609469225,0.0972879277932079,0.0220179499312135,0.0171199586533614,0.74710465483382,1.63015323504459,67.9302914112464,5.95471644353988,5.55912497082188,6016.581730545,כפר יונה,,,0
2000,168,6.0,22.351642358126185,1940.0,11.0,5.0,9.7,100.0,4.8,4.9,71.8,12.6797177569102,459.0,27.0,6.36084957302387,680.0,331.0,349.0,203.0,221.0,107.0,114.0,100.0,167.0,85.0,38.0,529.0,4988.26907630522,6544.55204962244,3519.15062797013,-3.27978356544677,-3.56465662516107,-0.211258506351131,3818.0,41.8,311.0,5645.60798499464,5.4357632888322,37.9,0.438081109643886,6,63.0,3300.809523809524,27.0,64.78295792733836,54.28969245144757,1599.32,,,,,,,,,,,2281.0,7.7,0.5506279521167602,1.5685740603036764,3.0,7.0,,,,,,,,60087.0,16.8,41624.0,18643.0,-4.4,18463.0,55715.0,5.0,26107.0,,855.0,,,,,84930.33666666667,74795.95,2865.27,41450.53284210526,36867.40457894737,1301.891894736842,10.957,17.4029107595103,0.355517790822519,0.0415297629586626,0.0861463342605977,0.128046539636742,0.0280322609469225,0.0972879277932079,0.0220179499312135,0.0171199586533614,0.74710465483382,1.63015323504459,67.9302914112464,5.95471644353988,5.55912497082188,6016.581730545,כפר יונה,,,0
2001,168,6.0,22.351642358126185,1940.0,11.0,5.0,10.4,100.0,5.2,5.2,71.8,12.7,515.0,27.0,6.7,790.0,402.0,388.0,211.0,266.0,128.0,138.0,107.0,193.0,97.0,38.0,517.0,5756.0,7436.594312455,4075.98354020507,14.0868383186365,12.349518315127,14.517436109548,3705.0,39.3,317.0,6192.41614090431,8.4492282964824,37.9,0.4253,6,61.0,3300.809523809524,29.0,64.78295792733836,54.28969245144757,1463.7,,,,,,,,,,,2567.0,7.7,0.0,0.0,3.0,7.0,,,,,,,,58741.0,-3.3,44532.0,20538.0,9.0,14209.0,62801.0,11.5,21847.0,,550.0,,,,,84930.33666666667,74795.95,2865.27,41450.53284210526,36867.40457894737,1301.891894736842,10.957,17.4029107595103,0.355517790822519,0.0415297629586626,0.0861463342605977,0.128046539636742,0.0280322609469225,0.0972879277932079,0.0220179499312135,0.0171199586533614,0.74710465483382,1.63015323504459,67.9302914112464,5.95471644353988,5.55912497082188,6016.581730545,כפר יונה,,,0
2002,168,6.0,22.351642358126185,1940.0,11.0,6.0,10.9,100.0,5.4,5.5,71.8,14.3979673457865,353.0,10.958650386391497,5.06561173292167,675.0,325.0,350.0,205.0,316.0,158.0,158.0,116.0,180.0,84.0,39.1,572.0,6421.55354752343,8119.06513637805,4747.14277334585,10.3520960572984,7.98931339324915,15.1990019365497,4233.0,36.6,355.0,6221.75516431925,-0.619397036624436,38.0,0.416524781457946,7,68.0,1717.0,25.0,57.7,44.8,1473.0,,,,,,,,,,,2736.0,7.5,0.7,2.3,3.0,7.0,,,,,,,,56280.0,-9.3,45680.0,19661.0,-9.4,10600.0,60008.0,-9.5,20263.0,4159.0,1172.0,10402.0,-3926.0,-3926.0,-11344.0,84930.33666666667,74795.95,2865.27,41450.53284210526,36867.40457894737,1301.891894736842,10.957,17.4029107595103,0.355517790822519,0.0415297629586626,0.0861463342605977,0.128046539636742,0.0280322609469225,0.0972879277932079,0.0220179499312135,0.0171199586533614,0.74710465483382,1.63015323504459,67.9302914112464,5.95471644353988,5.55912497082188,6016.581730545,כפר יונה,,,0
2003,168,6.0,22.351642358126185,1940.0,11.0,6.0,11.5,100.0,5.8,5.8,71.8,19.0866928291117,432.0,8.6,5.90000000000001,762.0,371.0,391.0,189.0,323.0,151.0,172.0,100.0,150.0,77.0,40.1,565.0,6516.0,8245.0,4749.0,-4.0,-3.9,-5.3,4834.0,36.6,368.0,5737.0,-12.7,42.9,0.4081,7,74.0,1862.0,25.0,60.1,50.2,1587.0,,,,,,,,,,,2891.0,7.6,0.6,2.0,3.0,7.0,,,,,,,,70493.0,24.4,49918.0,18941.0,-4.3,20575.0,69602.0,15.2,13361.0,4770.0,595.0,19075.0,-609.0,-609.0,-10953.0,84930.33666666667,74795.95,2865.27,41450.53284210526,36867.40457894737,1301.891894736842,11.01655698,17.4029107595103,0.355517790822519,0.0415297629586626,0.0861463342605977,0.128046539636742,0.0280322609469225,0.0972879277932079,0.0220179499312135,0.0171199586533614,0.74710465483382,1.63015323504459,67.9302914112464,5.95471644353988,5.55912497082188,6016.581730545,כפר יונה,,,0
2004,168,6.0,22.351642358126185,1940.0,11.0,6.0,12.4,100.0,6.2,6.2,71.8,15.4902453319936,631.0,7.7,7.09999999999999,1055.0,510.0,545.0,252.0,426.0,191.0,235.0,157.0,124.0,59.0,40.8,457.0,6372.85809849132,8165.09350982067,4580.62268716197,-2.87385680466179,-1.65895779702742,-4.21398611939466,4684.0,39.8,415.0,5755.0516064257,-0.3741198992814,45.1,0.418215513335562,7,74.0,1937.0,26.0,56.7,45.7,1600.0,,,,,,,,,,,3211.0,7.6,0.8,2.6,3.0,7.0,,,,,,,,66183.0,-5.7,55164.0,19337.0,2.5,11019.0,71644.0,3.3,14078.0,4801.0,637.0,16480.0,,,-7809.0,412650.0,361030.0,14128.0,12737.0,10722.0,721.0,11.017,17.4,0.4,0.0415297629586626,0.1,0.1,0.0280322609469225,0.1,0.0220179499312135,0.0171199586533614,0.7,1.6,67.9,6.0,5.6,6017.0,כפר יונה,,,0
2005,168,6.0,22.351642358126185,1940.0,11.0,6.0,13.3,100.0,6.6,6.6,71.8,17.7965109471959,693.0,7.8,7.5,1045.0,507.0,538.0,219.0,382.0,177.0,205.0,125.0,135.0,57.0,40.0,350.0,6396.86645232663,8023.85449790795,4797.31835321541,0.779847594021366,-1.33513102487994,5.15130847783427,4821.0,39.8,481.0,6023.68087318087,5.08806482080459,42.0,0.415068403451869,7,78.0,2034.0,26.0,55.4,51.3,1815.0,,,,,,,,,,,3474.0,7.70092112838227,0.9,2.8,3.0,7.0,,,,,,,,70534.0,5.2,58048.0,17870.0,-8.8,12486.0,68884.0,-5.1,17711.0,4807.0,545.0,10836.0,,,-692.0,430773.0,381556.0,14410.0,483217.0,430043.0,14814.0,11.017,17.4,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.7,1.6,67.9,6.0,5.6,6017.0,כפר יונה,,,0
2006,168,6.0,22.351642358126185,1940.0,11.0,6.0,14.1,100.0,7.0,7.1,71.8,19.2771084337349,582.0,7.9,6.40000000000001,1081.0,505.0,576.0,253.0,524.0,244.0,280.0,142.0,148.0,64.0,41.0,305.0,6869.50129062537,8812.60830032409,5012.01138841079,6.01448318384294,8.42481693269639,3.1384937775158,5682.0,37.0,550.0,6014.51893939394,-1.42966865641558,44.0,0.421772719870476,6,79.0,2152.0,27.0,48.1,43.0,1734.0,,,,,,,,,,,3811.0,7.73392810286014,0.9,2.8,3.0,7.0,,,,,,,,68358.5,23.4,56606.0,18603.5,6.3,11752.5,,14.8,,,481.0,,,,-621.0,421711.5,371293.0,14269.0,247977.0,220382.5,7767.5,11.017,17.4,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.7,1.6,67.9,6.0,5.6,6017.0,כפר יונה,,,0
2007,168,6.0,22.351642358126185,1940.0,11.0,6.0,15.1,100.0,7.6,7.6,71.4,20.0,705.0,8.3,7.09999999999999,1227.0,628.0,599.0,275.0,553.0,256.0,297.0,138.0,132.0,56.0,41.6,284.0,6684.58004507843,8546.52200888192,5014.98205083158,-3.93698928144836,-5.07489013266324,-2.06148963999203,5398.0,39.1,598.0,6401.23090858417,4.2,40.1,0.4197,6,80.0,2206.0,28.0,44.4,35.0,1803.0,,,,,,,,,,,4229.0,7.7,0.6,1.8,3.0,7.0,,,,,,,,82971.0,-7.1,68641.0,19692.0,1.0,14330.0,83092.0,2.3,28337.0,5422.0,594.0,14677.0,226.0,226.0,-395.0,516.7,460.9,10.2,603.0,537.1,10.8,11.017,17.4,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.7,1.6,67.9,6.0,5.6,6017.0,כפר יונה,,,0
2008,168,6.0,22.351642358126185,1940.0,11.0,6.0,16.1,100.0,8.1,8.0,711.0,19.2283040635816,680.0,8.3,6.5,1259.0,612.0,647.0,246.0,597.0,281.0,316.0,153.0,126.0,53.0,40.6,296.0,7726.4992285033,9807.3111746311,5817.50257755065,15.0118463985561,14.1811671646197,15.4253339291119,7129.0,34.7,652.0,6935.71919734151,7.81072000431109,41.4,0.421948490645317,6,83.0,2276.0,27.0,50.3,43.7,1892.0,,,,,,,,,,,4635.0,7.71348435814455,0.4,1.1,3.0,7.0,,,,,,,,82971.0,14.5,68641.0,19692.0,10.7,14330.0,,17.7,,,576.0,,,,,603.0,537.1,10.8,647.8,579.7,12.0,11.017,17.4,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.7,1.6,67.9,6.0,5.6,6017.0,כפר יונה,,,0
2009,168,6.0,22.351642358126185,1940.0,11.0,6.0,17.6,100.0,8.8,8.8,742.0,20.8,765.0,8.5,7.0,1530.0,740.0,790.0,335.0,748.0,370.0,378.0,196.0,213.0,106.0,41.8,354.0,8286.0,10314.0,6438.0,2.5,0.6,5.8,7584.0,35.2,697.0,7824.0,7.9,39.0,0.424385643484701,6,87.0,2397.0,28.0,56.2,47.3,1619.0,,,,,,,,,,,5049.0,7.3,0.4,1.0,3.0,7.0,,,,,,,,106230.0,3.5,86779.0,26369.0,11.9,19451.0,112115.0,6.1,36255.0,5439.0,626.0,25552.0,216.0,216.0,475.0,647.8,579.7,12.0,692.7,625.9,13.1,11.017,17.4,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.7,1.6,67.9,6.0,5.6,6017.0,כפר יונה,,,0
2010,168,6.0,22.351642358126185,1940.0,11.0,6.0,18.8,100.0,9.4,9.4,755.0,17.0,847.0,8.5,6.9,1626.0,811.0,815.0,259.0,786.0,383.0,403.0,184.0,179.0,73.0,41.5,316.0,8234.93676665014,10556.5301149726,6139.97384657707,-3.78599541325092,-0.920441640129677,-7.67331650337849,8068.0,34.5,778.0,7637.36171808055,-5.50705941298378,43.3,0.420093245832713,7,102.0,2787.0,27.0,55.3,48.4,1691.0,,,,,,,,,,,5465.0,7.42580054894785,0.7,2.0,3.0,7.0,,,,,,,,125428.0,15.0,92569.0,34719.0,28.2,32859.0,121960.0,5.9,32106.0,14281.0,885.0,29391.0,,,475.0,692.7,625.9,13.2,754.2,678.9,13.9,11.017,17.4,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.7,1.6,67.9,6.0,5.6,6017.0,כפר יונה,,,0
