שם הרשות,שנה,סמל הרשות,מחוז,מרחק מגבול מחוז תל אביב,שנת קבלת מעמד מוניציפלי,מספר חברי מועצה,רמה חברתית-כלכלית (10 הגבוה ביותר),"סה""כ אוכלוסייה בסוף (אלפים)",יהודים ואחרים (אחוז),ערבים (אחוז),"סה""כ גברים בסוף (אלפים)","סה""כ נשים בסוף (אלפים)",יחס תלות (אחוזים),ריבוי טבעי לאלף תושבים,"מאזן הגירה - סה""כ",אחוז עולי 1990+ מסך האוכלוסייה,אחוז גידול האוכלוסייה,"נכנסים מיישובים אחרים - סה""כ",נכנסים מיישובים אחרים - גברים,נכנסים מיישובים אחרים - נשים,נכנסים מיישובים אחרים - גיל 29-15,"יוצאים ליישובים אחרים - סה""כ",יוצאים ליישובים אחרים - גברים,יוצאים ליישובים אחרים - נשים,יוצאים ליישובים אחרים - גיל 29-15,"מקבלי דמי אבטלה - סה""כ (ממוצע חודשי)",מקבלי דמי אבטלה - גברים,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)","שכר חודשי ממוצע של שכיר במשך השנה (ש""ח)","שכר חודשי ממוצע של גברים שכירים במשך השנה (ש""ח)","שכר חודשי ממוצע של נשים שכירות במשך השנה (ש""ח)",אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של שכיר במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של גברים שכירים במשך השנה,אחוז שינוי ראלי שנה קודמת של שכר חודשי ממוצע של נשים שכירות במשך השנה,מספר השכירים,אחוז השכירים המשתכרים עד שכר מינימום,מספר העצמאים,"הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)",אחוז שינוי ראלי של הכנסה חודשית ממוצעת של עצמאי במשך השנה,אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,"מדד אי-השוויון - שכירים (מדד ג'יני, 0 שוויון מלא)","בתי ספר - סה""כ -","כיתות - סה""כ","תלמידים - סה""כ","ממוצע תלמידים לכיתה - סה""כ",אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,"תקבולי מים (אלפי מ""ק)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","התחלה של הנחת צינורות מים (ק""מ)","התחלה של הנחת צינורות ביוב (ק""מ)","התחלה של הנחת צינורות תיעול (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","גמר של הנחת צינורות מים (ק""מ)","גמר של הנחת צינורות ביוב (ק""מ)","גמר של הנחת צינורות תיעול (ק""מ)","מכוניות פרטיות - סה""כ",גיל ממוצע של רכב פרטי (שנים),"תאונות דרכים עם נפגעים - שיעור ל-1,000 תושבים","תאונות דרכים עם נפגעים - שיעור ל-1,000 כלי רכב","מדד קומפקטיות אשכול (מ-1 עד 10, 1 הגבוה ביותר)",אשכול פריפריאליות,מדדים סובייקטיביים - שביעות רצון משירות שקיבלו מהעירייה- מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מתפקוד העירייה - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון כללית מאזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מהניקיון באזור המגורים - מרוצים - סך הכל (באחוזים),מדדים סובייקטיביים - שביעות רצון מפרקים ושטחים ירוקים באזור המגורים - מרוצים - סך הכל (באחוזים),"אחוז התושבים בני 20 ומעלה המרגישים ""בטוח"" ו""בטוח מאוד"" ללכת בחשכה באזור המגורים",פונים לרשות המקומית (אחוזים),"סך כולל הכנסות של הרשות (אלפי ש""ח)",סך כולל הכנסות של הרשות - אחוז שינוי ראלי,"סה""כ הכנסות של הרשות מן התקציב הרגיל (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי","סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח)","סך כולל הוצאות של הרשות (אלפי ש""ח)",סך כולל הוצאות של הרשות - אחוז שינוי ראלי,"הוצאות של הרשות לפעולות (אלפי ש""ח)","הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)","הוצאות מימון של הרשות (אלפי ש""ח)","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","גירעון מצטבר בסוף שנה (אלפי ש""ח)","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה קודמת","חיוב ארנונה סך הכל (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה למגורים (שטח באלפי מ""ר) שנה נוכחית","חיוב ארנונה לעסקים (שטח באלפי מ""ר) שנה נוכחית","סה""כ שטח שיפוט בקמ""ר",מגורים - אחוז משטח השיפוט,חינוך והשכלה - אחוז משטח השיפוט,בריאות ורווחה - אחוז משטח השיפוט,שירותים ציבוריים - אחוז משטח השיפוט,"תרבות, פנאי, נופש וספורט - אחוז משטח השיפוט",מסחר - אחוז משטח השיפוט,תעשייה ותשתיות - אחוז משטח השיפוט,תחבורה - אחוז משטח השיפוט,מבנים חקלאיים - אחוז משטח השיפוט,שטח פתוח ציבורי - אחוז משטח השיפוט,יער וחורש - אחוז משטח השיפוט,"מטעים, פרדסים ועצי זית - אחוז משטח השיפוט",שדות מעובדים - אחוז משטח השיפוט,שטח פתוח אחר - אחוז משטח השיפוט,"צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)"
נצרת,2020,7300,הצפון,84.3,1877,19,3,77792,-,99.8," 38,867 "," 38,925 ", 750 , 10.4 , -532 , -   , 0.4 , 541 , 190 , 351 , 216 ," 1,094 ", 507 , 587 , 436 ,"6,271","3,618",37,"4,088","6,959","7,972","5,663",2.5,2.6,3.2,"36,034",51.0,"3,356","9,596",-4.0,38.6,0.3914,52,774,"19,860",29,64.6,49.6,"5,803",-,-,-,-,-,-,-,1.5,2.1,-,"28,392",8.3,0.4,1.0,5,5,,,,,,,,..,,..,..,,..,..,,..,..,..,..,..,..,..,,,,..,..,..,,,,,,,,,,,,,,,,
נשר,2020,2500,חיפה,81.1,1995,13,7,24039,98.7,-," 11,664 "," 12,375 ", 754 , 4.7 , -295 , 28.4 , -0.5 , 780 , 391 , 389 , 252 ," 1,098 ", 561 , 537 , 313 ,"1,422",591,40,571,"11,110","13,696","8,587",3.3,3.5,3.2,"12,525",33.0,915,"10,847",6.7,41.6,0.4272,10,112,"2,728",25,88.8,73.7,"1,726",-,-,-,-,-,-,-,-,-,-,"8,853",6.9,1.1,2.6,5,5,,,,,,,,"261,411",,"217,894","72,297",,"43,517","237,008",,"54,679","1,209","1,730","19,321",207,207,"14,270",,,,"2,105","1,041",247,,,,,,,,,,,,,,,,
נתיבות,2020,0246,הדרום,72.7,2000,15,3,39703,99.9,-," 19,740 "," 19,963 "," 1,041 ", 27.0 , 862 , 10.5 , 5.8 ," 1,870 ", 956 , 914 , 553 ," 1,040 ", 550 , 490 , 324 ,"2,300",871,36,"1,597","7,394","8,900","6,029",4.0,4.9,2.7,"16,311",46.1,"1,011","9,807",-1.2,39.6,0.3844,33,355,"7,873",23,67.4,43.6,"3,370",-,-,-,-,-,-,-,-,-,-,"9,620",7.6,0.3,1.0,3,4,,,,,,,,"463,357",,"243,225","144,855",,"220,132","476,847",,"91,747","8,137","1,040","233,143",-479,"-7,479","-9,903",,,,"3,092","1,104",140,,,,,,,,,,,,,,,,
נתניה,2020,7400,המרכז,16.0,1948,27,6,222129,99.8,-," 108,262 "," 113,868 ", 943 , 8.2 , -98 , 28.6 , 0.4 ," 4,935 "," 2,460 "," 2,475 "," 1,235 "," 6,207 "," 3,114 "," 3,093 "," 1,494 ","14,999","6,412",40,"5,036","9,293","11,188","7,529",3.2,3.0,3.5,"103,655",39.4,"9,814","10,138",2.3,41.4,0.4283,89,"1,459","36,648",27,77.4,57.9,"18,713",2.0,17.2,4.4,9.5,2.3,4.2,30.6,4.0,1.9,0.4,"70,973",6.8,1.0,2.6,9,7,,,,,,,,"2,093,533",,"1,805,589","685,437",,"287,944","2,030,448",,"381,657","85,198","4,173","225,647",788,"-19,212","-55,667",,,,"12,272","8,228","1,296",,,,,,,,,,,,,,,,
סח'נין,2020,7500,הצפון,106.3,1995,15,3,32195,-,99.9," 16,547 "," 15,648 ", 768 , 14.8 , 37 , -   , 1.6 , 191 , 58 , 133 , 96 , 159 , 50 , 109 , 71 ,"2,551","1,455",36,"2,167","6,712","8,025","5,093",1.5,1.8,1.7,"14,687",54.6,"1,291","8,628",-4.0,40.0,0.4000,18,303,"7,802",26,83.0,65.7,"2,274",-,-,-,-,-,-,-,-,-,-,"12,227",8.8,0.7,1.5,3,4,,,,,,,,"268,481",,"217,976","156,463",,"50,505","259,319",,"46,864","7,423","1,067","37,878","-3,465","-3,465","-2,934",,,,"1,531","1,209",111,,,,,,,,,,,,,,,,
עכו,2020,7600,הצפון,97.2,1877,17,4,49503,67.3,32.7," 24,494 "," 25,009 ", 814 , 8.7 , -269 , 18.0 , 0.2 , 811 , 415 , 396 , 240 ," 1,390 ", 706 , 684 , 364 ,"3,593","1,552",39,"4,359","7,907","9,557","6,228",2.3,2.7,2.2,"25,456",42.5,"1,674","9,747",2.3,39.5,0.3783,27,409,"8,977",25,76.4,54.5,"4,059",-,-,0.5,1.0,-,-,-,0.5,2.0,-,"16,206",7.8,1.2,3.2,7,4,,,,,,,,"599,482",,"445,106","211,689",,"154,376","564,223",,"101,772","35,316","1,831","119,117", -   ,"-36,047","-48,807",,,,"5,252","1,838",937,,,,,,,,,,,,,,,,
עפולה,2020,7700,הצפון,75.1,1972,17,5,56769,99.0,-," 27,689 "," 29,080 ", 890 , 14.2 ," 1,788 ", 21.7 , 4.6 ," 3,396 "," 1,664 "," 1,732 ", 897 ," 1,720 ", 876 , 844 , 446 ,"3,508","1,396",39,"2,206","8,450","10,167","6,801",2.5,3.0,1.8,"26,295",39.6,"1,718","9,627",0.7,44.9,0.3912,33,385,"8,729",25,73.9,52.2,"4,931",-,-,-,-,-,-,-,-,-,-,"18,229",7.1,1.0,2.8,9,5,,,,,,,,"568,724",,"402,671","165,269",,"166,053","538,115",,"120,444","16,777","2,316","135,459",15,"-14,985","-10,278",,,,"11,657","2,508",384,,,,,,,,,,,,,,,,
עראבה,2020,0531,הצפון,109.6,2016,15,3,26252,-,99.9," 13,280 "," 12,972 ", 873 , 16.2 , 14 , -   , 1.6 , 163 , 44 , 119 , 83 , 148 , 44 , 104 , 77 ,"1,432",874,36,"1,756","6,558","7,646","5,213",0.1,1.1,-0.4,"10,326",56.4,939,"10,099",-0.2,37.6,0.4091,12,253,"6,474",27,81.8,64.9,"2,040",5.4,30.3,0.7,-,0.1,5.4,30.3,-,-,0.1,"8,708",8.5,0.3,0.9,4,4,,,,,,,,"225,341",,"180,792","137,852",,"44,549","230,433",,"33,436","3,862","1,235","49,656",15,15,"-21,102",,,,"2,160",816,80,,,,,,,,,,,,,,,,
ערד,2020,2560,הדרום,123.2,1995,15,4,27208,96.7,-," 13,343 "," 13,865 "," 1,062 ", 18.5 , -89 , 27.9 , 1.7 , 852 , 456 , 396 , 283 , 975 , 531 , 444 , 257 ,"2,026",830,39,"1,066","7,962","9,791","6,102",-0.7,-3.1,1.3,"13,539",43.7,926,"7,826",-3.7,51.7,0.4004,16,208,"4,567",23,57.1,45.5,"2,307",-,-,0.9,0.5,-,-,-,0.9,0.5,-,"8,106",8.6,0.1,0.4,7,3,,,,,,,,"244,065",,"194,612","98,896",,"49,453","244,762",,"29,143","6,382",733,"50,294",144,144,"-6,849",,,,"2,909",992,76,,,,,,,,,,,,,,,,
פתח תקווה,2020,7900,המרכז,4.2,1937,29,7,250484,99.8,-," 122,634 "," 127,850 ", 944 , 9.6 , -47 , 18.5 , 1.0 ," 7,561 "," 3,833 "," 3,728 "," 1,811 "," 8,017 "," 4,077 "," 3,940 "," 1,938 ","14,800","6,291",41,"2,853","11,000","13,183","8,988",2.7,2.4,3.1,"122,522",32.4,"10,411","11,832",3.5,37.2,0.4261,129,"1,945","48,862",27,78.6,68.7,"20,469",-,-,2.4,2.2,0.6,-,-,2.4,2.2,0.6,"85,543",7.1,1.3,3.2,6,9,,,,,,,,"2,470,170",,"2,184,629","745,373",,"285,541","2,533,733",,"498,786","27,717","7,991","352,577","3,473","3,473","-159,477",,,,"19,964","8,391","2,052",,,,,,,,,,,,,,,,
צפת,2020,8000,הצפון,141.1,1877,15,2,36061,97.8,-," 18,320 "," 17,741 "," 1,194 ", 23.2 , -527 , 12.2 , -0.1 ," 1,243 ", 659 , 584 , 475 ," 1,893 ", 993 , 900 , 634 ,"1,870",834,36,"2,548","6,751","7,901","5,707",3.9,4.7,3.1,"14,790",52.2,"1,191","8,167",4.4,50.0,0.4123,38,389,"8,395",23,46.8,31.3,"3,290",0.4,4.7,-,-,0.1,0.6,6.8,-,-,0.2,"8,047",8.3,0.3,1.2,8,3,,,,,,,,"359,064",,"291,156","184,687",,"67,908","359,873",,"65,033","7,801","1,686","59,748","-8,969","-18,969","-48,061",,,,"1,758",976,90,,,,,,,,,,,,,,,,
קלנסווה,2020,0638,המרכז,23.0,2000,13,3,23512,-,99.8," 12,033 "," 11,479 ", 900 , 17.8 , -91 , 0.1 , 1.6 , 124 , 46 , 78 , 50 , 220 , 83 , 137 , 73 ,"1,098",643,35,757,"6,808","8,086","5,168",1.5,2.4,0.7,"9,807",49.1,880,"8,845",4.2,37.7,0.3656,13,232,"5,877",27,60.6,47.8,"2,000",1.0,10.0,0.8,-,-,1.0,10.0,0.8,-,-,"7,701",9.5,0.5,1.2,5,6,,,,,,,,"157,351",,"143,030","113,182",,"14,321","171,557",,"48,777","2,928",364,"10,087","-18,440","-18,440","-62,267",,,,"3,544",597,35,,,,,,,,,,,,,,,,
קריית אונו,2020,2620,תל אביב,0.0,1992,15,9,40835,99.9,-," 19,843 "," 20,992 ", 929 , 5.3 , 145 , 7.0 , 1.1 ," 1,668 ", 807 , 861 , 273 ," 1,531 ", 757 , 774 , 351 ,"1,967",834,41,228,"14,504","17,525","11,790",1.1,0.9,1.6,"17,445",28.2,"1,966","13,913",2.6,33.1,0.4654,15,288,"8,384",29,89.0,87.2,"3,356",-,-,3.7,3.9,-,2.7,25.3,2.5,4.6,-,"15,290",6.7,0.9,2.0,2,9,,,,,,,,"433,278",,"343,995","133,433",,"89,283","385,202",,"66,135","9,563","1,796","42,205",998,"-9,002","-41,740",,,,"1,906","1,649",125,,,,,,,,,,,,,,,,
קריית אתא,2020,6800,חיפה,86.0,1967,17,6,59364,99.8,-," 29,069 "," 30,296 ", 839 , 8.4 , -253 , 16.8 , 0.6 ," 1,588 ", 797 , 791 , 432 ," 1,899 ", 912 , 987 , 444 ,"3,634","1,428",40,"1,825","9,523","11,783","7,378",3.6,3.6,3.6,"29,219",36.6,"2,062","9,908",1.5,38.6,0.4133,24,358,"8,680",28,79.3,57.2,"4,496",-,-,-,1.6,-,1.7,15.2,3.6,4.6,-,"20,469",7.1,1.0,2.6,9,5,,,,,,,,"494,356",,"463,893","212,284",,"30,463","531,735",,"104,041","21,390","1,070","68,223",381,381,"-8,364",,,,"7,143","2,322",236,,,,,,,,,,,,,,,,
קריית ביאליק,2020,9500,חיפה,86.7,1976,15,7,41912,99.9,-," 20,166 "," 21,746 ", 888 , 4.7 ," 1,226 ", 21.8 , 4.2 ," 2,946 "," 1,435 "," 1,511 ", 553 ," 1,793 ", 866 , 927 , 448 ,"2,495","1,004",40,"1,144","10,038","12,396","7,796",2.6,2.3,2.9,"20,347",35.0,"1,450","10,325",0.1,39.7,0.4178,12,240,"5,815",27,79.8,66.3,"3,130",0.7,7.9,-,-,-,0.3,7.5,-,0.2,-,"15,112",6.9,0.5,1.2,8,5,,,,,,,,"474,499",,"367,877","109,950",,"106,622","463,061",,"53,368","16,251","1,047","95,425",241,241,"-14,479",,,,"2,558","1,733",201,,,,,,,,,,,,,,,,
קריית גת,2020,2630,הדרום,49.5,1972,17,4,58482,99.9,-," 28,874 "," 29,608 ", 935 , 17.5 , 446 , 22.5 , 2.4 ," 1,974 "," 1,009 ", 965 , 592 ," 1,619 ", 856 , 763 , 464 ,"3,668","1,463",39,"2,551","7,950","9,635","6,298",3.8,3.1,4.5,"28,136",40.6,"1,723","9,861",0.9,39.4,0.3736,39,462,"10,963",25,63.4,51.3,"9,316",-,-,3.6,1.7,0.4,-,-,0.0,0.2,-,"15,553",7.4,0.6,2.0,5,5,,,,,,,,"759,273",,"563,423","239,553",,"195,850","745,521",,"136,334","23,497","2,484","168,862","-13,236","-13,236","-83,413",,,,"3,444","1,962",259,,,,,,,,,,,,,,,,
קריית ים,2020,9600,חיפה,86.2,1976,15,5,39459,99.8,-," 18,773 "," 20,686 ", 851 , -1.1 , -442 , 37.5 , -1.1 ," 1,304 ", 656 , 648 , 290 ," 2,185 "," 1,074 "," 1,111 ", 461 ,"2,425","1,043",41,"1,709","8,485","10,347","6,669",2.8,2.7,2.9,"20,276",39.8,"1,262","8,407",-0.5,47.0,0.3961,13,207,"4,907",26,71.0,56.6,"2,876",0.8,12.9,-,-,1.0,-,-,-,-,1.0,"11,578",7.3,1.0,3.1,3,5,,,,,,,,"378,896",,"284,020","158,464",,"94,876","359,395",,"35,656","15,909","1,429","75,375", -   , -   ,"-43,434",,,,"7,583","1,419",128,,,,,,,,,,,,,,,,
קריית מוצקין,2020,8200,חיפה,86.2,1976,15,7,45463,99.9,-," 21,497 "," 23,966 ", 890 , 5.1 ," 1,877 ", 23.2 , 5.0 ," 3,663 "," 1,766 "," 1,897 ", 691 ," 1,848 ", 927 , 921 , 413 ,"2,689","1,086",40,"1,137","10,504","13,042","8,136",2.1,1.8,2.5,"22,267",34.0,"1,512","10,954",5.5,40.1,0.4234,13,249,"6,619",28,79.5,71.3,"3,152",-,-,0.6,0.3,-,-,-,-,-,-,"16,452",6.7,0.6,1.4,4,5,,,,,,,,"370,662",,"259,704","102,482",,"110,958","374,792",,"54,114","9,715",820,"120,560","5,472","5,472","-9,154",,,,"2,223","2,061",109,,,,,,,,,,,,,,,,
קריית מלאכי,2020,1034,הדרום,34.9,1998,13,4,24384,99.7,-," 12,293 "," 12,091 ", 891 , 18.0 , 113 , 14.3 , 2.4 , 881 , 446 , 435 , 229 , 794 , 403 , 391 , 215 ,"1,637",738,38,"1,211","7,396","8,994","5,751",5.0,4.4,5.6,"12,168",43.0,819,"9,621",5.5,37.5,0.3623,16,219,"4,538",24,65.4,54.9,"2,266",-,-,-,-,-,1.0,17.2,0.4,-,-,"7,227",8.0,0.4,1.2,2,5,,,,,,,,"264,437",,"223,525","133,571",,"40,912","267,034",,"66,852","6,244",978,"43,911",402,402,"-21,150",,,,"2,254",786,125,,,,,,,,,,,,,,,,
קריית שמונה,2020,2800,הצפון,161.4,1974,13,5,22363,96.6,-," 11,174 "," 11,189 ", 744 , 8.8 , -207 , 14.2 , -0.7 , 512 , 272 , 240 , 219 , 732 , 377 , 355 , 218 ,"1,709",747,40,884,"8,371","10,099","6,636",3.2,3.4,3.1,"12,637",38.3,781,"9,575",0.4,42.6,0.3778,14,181,"3,630",23,73.4,57.6,"2,107",1.5,8.4,-,-,1.2,1.5,8.4,-,-,1.2,"8,222",7.5,1.0,2.3,5,2,,,,,,,,"245,488",,"198,555","108,082",,"46,933","247,936",,"48,618","1,937",832,"41,327","-8,054","-8,054","-41,373",,,,"2,814",903,172,,,,,,,,,,,,,,,,
ראש העין,2020,2640,המרכז,11.5,1994,17,7,67624,99.9,-," 33,844 "," 33,780 ", 765 , 19.1 ," 4,289 ", 7.4 , 9.4 ," 6,014 "," 3,034 "," 2,980 "," 1,060 "," 1,783 ", 906 , 877 , 569 ,"4,241","1,785",39,706,"11,270","13,586","9,141",3.9,4.2,3.6,"29,013",31.8,"2,498","11,080",-2.0,37.1,0.4154,27,415,"10,399",27,79.7,70.6,"5,784",0.7,3.7,1.0,3.8,-,0.7,3.7,2.8,7.7,-,"28,606",6.6,0.7,1.3,5,7,,,,,,,,"678,376",,"500,718","189,206",,"177,658","675,435",,"146,211","10,208","3,068","186,819","12,102","12,102","14,301",,,,"4,201","2,897",402,,,,,,,,,,,,,,,,
ראשון לציון,2020,8300,המרכז,3.5,1950,29,7,256053,99.9,-," 125,607 "," 130,447 ", 806 , 7.7 , -505 , 19.6 , 0.7 ," 6,888 "," 3,534 "," 3,354 "," 1,785 "," 7,841 "," 4,004 "," 3,837 "," 1,916 ","17,844","7,488",40,"3,143","11,059","13,293","8,950",2.9,2.8,2.9,"132,966",32.2,"12,342","11,758",-0.3,35.2,0.4213,85,"1,451","37,416",27,86.0,76.0,"21,562",13.1,134.1,5.0,3.4,0.2,14.8,157.6,9.5,4.5,0.2,"116,771",5.9,0.8,1.5,9,9,,,,,,,,"2,602,311",,"2,116,752","785,004",,"485,559","2,655,418",,"378,197","48,979","7,158","553,238","14,572","14,572","60,885",,,,"22,217","9,045","1,901",,,,,,,,,,,,,,,,
רהט,2020,1161,הדרום,74.9,1994,17,1,73768,-,99.8," 36,958 "," 36,811 "," 1,296 ", 29.1 , 80 , -   , 3.3 , 386 , 152 , 234 , 164 , 321 , 150 , 171 , 121 ,"1,965","1,071",34,"5,304","5,751","6,862","4,201",1.7,1.1,3.3,"22,321",56.9,986,"10,446",-6.3,36.1,0.3355,31,743,"19,124",27,61.0,42.4,"4,764",-,-,-,-,-,0.7,9.8,-,-,-,"14,012",9.1,0.2,0.8,6,4,,,,,,,,"515,239",,"393,793","332,585",,"121,446","513,697",,"79,798","2,343","1,102","119,796",-108,-108,"7,891",,,,"1,751","1,393",130,,,,,,,,,,,,,,,,
רחובות,2020,8400,המרכז,13.0,1950,25,7,146095,99.7,-," 71,408 "," 74,687 ", 972 , 11.2 , 731 , 15.8 , 1.5 ," 4,598 "," 2,240 "," 2,358 ", 996 ," 4,149 "," 2,041 "," 2,108 "," 1,029 ","7,693","3,148",39,"2,260","11,348","13,882","8,993",3.3,3.0,3.7,"67,200",33.6,"5,564","11,873",5.9,37.0,0.4377,73,"1,095","28,331",28,78.7,69.6,"12,656",-,-,6.2,0.8,0.2,-,-,3.0,0.8,0.2,"48,868",7.3,0.9,2.5,5,8,,,,,,,,"1,406,103",,"1,119,660","446,339",,"286,443","1,401,417",,"289,952","19,826","4,048","282,748",991,991,"-151,697",,,,"12,942","4,727","1,215",,,,,,,,,,,,,,,,
רמלה,2020,8500,המרכז,11.0,1877,19,4,76987,75.7,24.3," 39,077 "," 37,910 ", 846 , 12.7 , -318 , 18.3 , 1.0 ," 1,730 ", 844 , 886 , 395 ," 2,276 "," 1,123 "," 1,153 ", 518 ,"5,143","2,366",39,"2,209","8,094","9,600","6,610",3.3,3.5,3.2,"37,716",38.3,"2,901","9,923",0.0,37.8,0.3527,43,622,"14,123",26,68.7,55.3,"6,848",2.6,35.0,2.0,-,0.2,24.3,330.0,2.0,0.0,0.2,"24,188",7.9,0.7,1.8,5,8,,,,,,,,"784,913",,"605,678","286,992",,"179,235","727,287",,"147,762","23,644","1,743","123,405","1,796","-6,791","-75,151",,,,"4,780","2,310",535,,,,,,,,,,,,,,,,
רמת גן,2020,8600,תל אביב,0.0,1950,25,8,167556,99.4,-," 80,543 "," 87,013 ", 708 , 6.4 ," 2,158 ", 13.0 , 2.5 ," 10,196 "," 5,195 "," 5,001 "," 3,656 "," 8,374 "," 4,199 "," 4,175 "," 1,970 ","10,903","4,686",40,"1,535","12,339","14,901","9,985",4.1,4.5,3.7,"78,651",30.2,"9,427","12,657",1.4,36.4,0.4451,45,835,"22,107",27,88.4,83.5,"13,349",2.3,16.2,0.4,4.4,1.7,0.8,5.3,0.4,4.4,1.7,"85,924",5.0,1.8,3.0,8,10,,,,,,,,"1,752,627",,"1,461,744","460,888",,"290,883","1,775,963",,"326,853","49,569",851,"329,445","15,226","15,226","28,484",,,,"11,412","5,793","1,525",,,,,,,,,,,,,,,,
רמת השרון,2020,2650,תל אביב,0.0,1949,17,9,47512,99.9,-," 22,789 "," 24,722 "," 1,018 ", 4.1 , 10 , 5.5 , 0.6 ," 1,574 ", 798 , 776 , 255 ," 1,668 ", 854 , 814 , 473 ,"2,342",970,41,235,"14,348","17,485","11,453",-0.2,-1.3,1.6,"20,446",30.9,"3,155","14,331",4.7,35.4,0.5122,22,401,"11,129",25,81.8,79.7,"5,745",8.0,284.7,4.7,7.7,0.9,3.1,15.2,4.7,7.7,0.9,"21,104",6.3,0.8,1.5,7,8,,,,,,,,"689,873",,"485,557","148,254",,"204,316","609,939",,"105,780","13,928","2,007","124,468",86,"-13,214","-9,606",,,,"4,628","2,503",301,,,,,,,,,,,,,,,,
רעננה,2020,8700,המרכז,2.3,1982,19,8,76277,99.9,-," 37,122 "," 39,155 ", 951 , 7.1 , 780 , 20.9 , 1.1 ," 3,009 "," 1,481 "," 1,528 ", 551 ," 2,906 "," 1,487 "," 1,419 ", 938 ,"3,924","1,631",40,460,"12,926","16,018","9,931",2.5,2.7,2.0,"36,620",34.2,"4,786","13,019",0.9,36.6,0.4919,37,564,"14,570",27,85.1,79.1,"7,811",-,-,7.1,8.3,0.1,1.5,17.4,6.3,8.3,0.1,"32,802",6.6,0.6,1.3,4,8,,,,,,,,"1,102,181",,"838,149","260,203",,"264,032","1,025,564",,"169,056","34,936","3,181","188,202",787,"-8,905","-2,489",,,,"9,178","4,075",470,,,,,,,,,,,,,,,,
שדרות,2020,1031,הדרום,60.7,1996,15,4,29074,99.4,-," 15,010 "," 14,064 ", 771 , 20.9 , 685 , 22.3 , 5.2 ," 1,530 ", 814 , 716 , 594 , 890 , 464 , 426 , 245 ,"1,759",761,38,"1,153","8,425","10,272","6,493",4.1,4.9,2.6,"13,761",38.6,843,"10,708",0.1,35.6,0.3697,13,192,"4,206",24,82.9,68.4,"2,640",3.5,31.5,-,-,-,3.5,31.5,-,-,-,"8,914",7.3,0.4,1.2,3,4,,,,,,,,"431,096",,"303,150","181,250",,"127,946","416,059",,"115,268","6,982","1,326","112,917",8,8,"-23,477",,,,"1,638","1,018",117,,,,,,,,,,,,,,,,
שפרעם,2020,8800,הצפון,90.9,1887,15,3,42509,-,99.6," 21,394 "," 21,116 ", 716 , 10.3 , -170 , 0.2 , 0.9 , 288 , 101 , 187 , 127 , 487 , 165 , 322 , 154 ,"2,729","1,487",37,"2,039","7,106","8,559","5,230",3.2,3.9,2.5,"18,800",49.6,"1,463","9,126",-4.8,37.7,0.3862,25,331,"8,309",26,65.9,50.9,"3,681",-,-,-,-,-,-,-,-,-,0.2,"15,515",9.0,0.6,1.5,6,5,,,,,,,,"276,185",,"228,569","148,560",,"47,616","266,931",,"60,869","2,052",784,"38,450",88,"-2,412","-26,326",,,,"11,255","1,577",229,,,,,,,,,,,,,,,,
