year,is_treatment,incident_year,incident_type,authority_code,total_in_migration,male_in_migration,female_in_migration,in_migration_age_15_29,total_out_migration,male_out_migration,female_out_migration,out_migration_age_15_29,start_roads_length_km,start_roads_area_sqm,start_water_pipes_km,start_sewage_pipes_km,start_drainage_pipes_km,complete_roads_length_km,complete_roads_area_sqm,complete_water_pipes_km,complete_sewage_pipes_km,complete_drainage_pipes_km,total_expenditures,expenditures_change,operations_expenditures,loan_repayment_expenditures,financing_expenditures,special_budget_expenditures,budget_surplus_deficit,annual_surplus_deficit,cumulative_deficit
2016,1,2012.0,arrest,1034,569.0,297.0,272.0,173.0,717.0,366.0,351.0,205.0,1.024,12.288,0.9,0.9,2.0,1.024,12.288,0.8,0.2,2.0,227744.0,17.7,49797.0,18588.0,915.0,43319.0,0.0,0.0,-35802.0
2017,1,2012.0,arrest,1034,773.0,381.0,392.0,268.0,750.0,402.0,348.0,238.0,1.3,22.8,1.0,0.6,0.3,1.024,12.288,1.0,0.6,0.3,193522.0,17.7,53854.0,7918.0,1016.0,36753.0,4.0,4.0,-25640.0
2018,1,2012.0,arrest,1034,1012.0,516.0,496.0,321.0,786.0,415.0,371.0,249.0,1.3,22.8,5.087,0.1,0.3,1.024,12.288,5.087,0.1,0.3,248921.0,17.7,61995.0,7273.0,1058.0,45734.0,3.0,0.003,-25.637
2019,1,2012.0,arrest,1034,1051.0,538.0,513.0,288.0,898.0,467.0,431.0,277.0,1.3,22.8,0.603,1.624,0.18,1.024,12.288,0.105,1.624,0.18,257481.0,17.7,67293.0,6570.0,1210.0,39803.0,571.0,0.571,-21.552
2020,1,2012.0,arrest,1034,881.0,446.0,435.0,229.0,794.0,403.0,391.0,215.0,1.3,22.8,2.8449999999999998,0.8620000000000001,0.18,1.04,17.22,0.35,0.8619999999999999,0.18,267034.0,17.7,66852.0,6244.0,978.0,43911.0,402.0,0.402,-21.15
2021,1,2012.0,arrest,1034,903.0,490.0,413.0,270.0,805.0,402.0,403.0,200.0,1.3,22.8,0.978,13.901,0.18,1.04,17.22,0.978,13.901,0.18,305608.0,17.7,72915.0,6348.0,1086.0,74920.0,-681.0,-0.681,-21.831
2022,1,2012.0,arrest,1034,949.0,491.0,458.0,279.0,906.0,464.0,442.0,235.0,1.3,22.8,0.978,13.901,0.18,1.04,17.22,2.727,2.725,0.18,330897.0,17.7,82897.0,6909.0,1135.0,75118.0,79.0,0.079,-20.002
2011,1,2010.0,arrest,3000,10396.0,5453.0,4943.0,4722.0,17758.0,9151.0,8607.0,7029.0,8.7,173.4,2.4,8.4,1.6,9.8,182.3,9.3,4.9,1.6,4696685.0,10.0,1308673.0,257264.0,14936.0,890633.0,4325.0,4325.0,-273568.0
2012,1,2010.0,arrest,3000,10454.0,5478.0,4976.0,4777.0,19197.0,9965.0,9232.0,7628.0,1.0,8.2,14.2,31.4,1.6,9.8,182.3,14.1,31.4,1.6,5192269.0,8.8,1459884.0,231885.0,15613.0,1096683.0,8451.0,8451.0,-265117.0
2013,1,2010.0,arrest,3000,10527.0,5407.0,5120.0,4753.0,17927.0,9346.0,8581.0,7205.0,8.9,136.1,22.6,12.9,0.9,5.1,77.5,33.5,14.4,0.6,5630747.0,6.7,1547001.0,233822.0,17007.0,1306994.0,-5903.0,-5903.0,-271020.0
2014,1,2010.0,arrest,3000,10351.0,5355.0,4996.0,4393.0,17091.0,8803.0,8287.0,6421.0,2.8,41.3,3.9,5.8,1.25,18.2,267.6,3.8,19.1,2.0,6036958.0,6.8,1703879.0,231366.0,17723.0,1473194.0,-481.0,-481.0,-271501.0
2015,1,2010.0,arrest,3000,10275.0,5368.0,4907.0,4449.0,18126.0,9477.0,8649.0,6975.0,0.935,7.34,6.839,12.861,0.406,2.965,86.3675,5.135,16.412,0.406,6170032.0,2.8,1847245.0,229606.0,17437.0,1356283.0,4655.0,4655.0,-266846.0
2016,1,2010.0,arrest,3000,9702.0,5049.0,4653.0,4042.0,17654.0,9182.0,8472.0,6500.0,3.4,32.0,0.1,10.3,0.7,4.1,92.5,4.467500000000001,13.8,1.203,6332995.0,3.2,1954645.0,217598.0,16816.0,1388149.0,224.0,224.0,-272622.0
2017,1,2010.0,arrest,3000,11090.0,5821.0,5269.0,4570.0,17098.0,8940.0,8158.0,6089.0,9.2,139.6,0.0,5.4,0.4,8.0,106.9,5.135,9.1,1.1,5576436.0,3.2,2312586.0,220732.0,8057.0,1784245.0,0.0,0.0,-272622.0
2018,1,2010.0,arrest,3000,12761.0,6863.0,5898.0,5861.0,18809.0,9688.0,9121.0,6611.0,13.427,136.213,0.049999999999998046,5.26,0.015,18.475,227.822,5.135,20.186,0.042,8290870.0,3.2,2844786.0,245828.0,13842.0,2243760.0,4858.0,4.858,-267.764
2019,1,2010.0,arrest,3000,11857.0,6241.0,5616.0,5307.0,20097.0,10446.0,9651.0,7284.0,14.49,221.84,0.002,3.37,0.068,14.327,233.059,5.135,11.293,0.068,9143505.0,3.2,2948070.0,248672.0,11202.0,2732718.0,355.0,0.355,-267.409
2020,1,2010.0,arrest,3000,10954.0,5919.0,5035.0,4847.0,18755.0,9646.0,9109.0,6625.0,29.218,421.1036,3.09,10.61,3.822,28.208,323.829,3.842,7.178,4.29,10715061.0,3.2,3083576.0,277444.0,9292.0,3976952.0,4351.0,4.351,-263.058
2021,1,2010.0,arrest,3000,11933.0,6347.0,5586.0,5565.0,22712.0,11740.0,10971.0,7970.0,27.114,279.699,14.914,21.252,1.945,51.45,641.97,70.997,34.135,0.282,10906311.0,3.2,3360936.0,316338.0,8457.0,3794018.0,411.0,0.411,-262.647
2022,1,2010.0,arrest,3000,12172.0,6457.0,5715.0,5227.0,27682.0,14086.0,13596.0,8836.0,28.166,350.40129999999994,9.001999999999999,15.931,3.822,26.705,398.64,40.174,25.422,2.286,11616422.0,3.2,3778815.0,331302.0,19839.0,4011464.0,246.0,0.246,-262.401
2010,1,2009.0,arrest,6200,4641.0,2344.0,2297.0,1336.0,5639.0,2823.0,2816.0,1507.0,16.7,141.4,7.0,0.3,0.34,16.7,141.4,2.8,0.3,0.7,706333.0,1.8,129929.0,35572.0,3888.0,57398.0,193.0,193.0,-94562.0
2011,1,2009.0,arrest,6200,4379.0,2245.0,2134.0,1244.0,5195.0,2546.0,2649.0,1316.0,16.7,141.4,7.0,0.3,0.34,16.7,141.4,7.0,0.3,0.7,826000.0,13.0,127554.0,32949.0,3756.0,159559.0,436.0,-68564.0,-94126.0
2012,1,2009.0,arrest,6200,4497.0,2274.0,2223.0,1228.0,5598.0,2835.0,2763.0,1357.0,16.7,141.4,5.3,0.3,0.34,16.7,141.4,5.3,0.3,0.7,782116.0,-6.8,139563.0,28240.0,3150.0,70593.0,582.0,582.0,-93544.0
2013,1,2009.0,arrest,6200,4186.0,2112.0,2074.0,1109.0,5715.0,2844.0,2871.0,1325.0,16.7,141.4,2.1,0.3,0.34,16.7,141.4,1.5,0.3,0.7,947869.0,19.3,145111.0,28916.0,2906.0,146051.0,892.0,-66108.0,-92652.0
2014,1,2009.0,arrest,6200,4060.0,2079.0,1981.0,1095.0,5834.0,2833.0,3001.0,1290.0,16.7,141.4,7.7,0.3,0.34,16.7,141.4,6.9,0.3,0.7,827251.0,-13.1,151974.0,30117.0,3177.0,71074.0,1090.0,1090.0,-91562.0
2015,1,2009.0,arrest,6200,4028.0,2090.0,1938.0,995.0,5703.0,2810.0,2893.0,1284.0,2.0,15.52,4.9,0.3,0.34,2.0,15.52,0.807,0.3,0.7,858359.0,4.4,151757.0,29509.0,3095.0,84692.0,-7613.0,-30613.0,-99175.0
2016,1,2009.0,arrest,6200,3852.0,1983.0,1869.0,983.0,5823.0,2922.0,2901.0,1215.0,1.9,17.9,4.7,0.5,0.34,1.9,17.9,4.7,0.5,0.7,941772.0,10.3,154786.0,29638.0,2643.0,137197.0,839.0,839.0,-91336.0
2017,1,2009.0,arrest,6200,3723.0,1962.0,1761.0,863.0,5836.0,2970.0,2866.0,1297.0,3.2,27.7,4.0,0.5,0.34,3.2,27.7,2.4,0.5,0.7,847011.0,10.3,161220.0,29091.0,3704.0,114462.0,126.0,126.0,-91210.0
2018,1,2009.0,arrest,6200,4003.0,2122.0,1881.0,893.0,6172.0,3022.0,3150.0,1342.0,3.757,29.456,3.087,2.28,0.34,3.757,29.456,3.087,0.93,0.7,988580.0,10.3,173922.0,30138.0,2986.0,112114.0,-4836.0,-4.836,-96.046
2019,1,2009.0,arrest,6200,3783.0,2004.0,1779.0,973.0,5802.0,2851.0,2951.0,1261.0,3.002,21.654,3.5435000000000003,0.6,0.34,2.272,17.275,2.7435000000000005,1.95,0.7,986822.0,10.3,171560.0,27273.0,2938.0,96996.0,-27985.0,-27.985,-110.031
2020,1,2009.0,arrest,6200,3199.0,1648.0,1551.0,816.0,5347.0,2609.0,2738.0,1110.0,1.81,10.5,8.505,1.44,0.34,1.81,10.5,0.758,1.44,0.34,1045831.0,10.3,173945.0,25778.0,2377.0,105456.0,-31605.0,-31.605,-127.636
2021,1,2009.0,arrest,6200,3810.0,1975.0,1835.0,946.0,6324.0,3079.0,3245.0,1285.0,7.299,99.399,12.078,4.515,0.309,6.999,96.399,14.781,2.495,0.309,1113744.0,10.3,182073.0,22667.0,2668.0,152176.0,-16380.0,-16.38,-95.035
2022,1,2009.0,arrest,6200,4856.0,2406.0,2450.0,1093.0,6539.0,3200.0,3339.0,1387.0,4.554500000000001,54.9495,10.2915,4.515,0.3245,2.14461,35.04433,9.769,6.295,0.33,1174032.0,10.3,205405.0,20096.0,3022.0,187595.0,50.0,0.05,-92.285
2008,1,2007.0,arrest,6700,1073.0,509.0,564.0,385.0,1595.0,797.0,798.0,525.0,1.5,21.0,1.5,1.1,,0.2,2.2,1.5,0.25,,390811.78571428574,5.7,75625.35714285714,20446.35714285714,1984.0714285714287,58745.857142857145,-21.0,-21.0,-68795.0
2009,1,2007.0,arrest,6700,1103.0,562.0,541.0,368.0,1919.0,962.0,957.0,614.0,1.5,21.0,1.5,1.1,,0.2,2.2,1.5,0.25,,362277.0,12.3,66040.0,42468.0,2589.0,65263.0,-13241.0,-27241.0,-68795.0
2010,1,2007.0,arrest,6700,1215.0,645.0,570.0,410.0,1534.0,741.0,793.0,536.0,1.5,21.0,1.5,1.1,,0.2,2.2,1.5,0.25,,326303.0,-12.3,70357.0,11852.0,3325.0,40190.0,-29386.0,-35386.0,-91846.0
2011,1,2007.0,arrest,6700,1203.0,596.0,607.0,399.0,1401.0,696.0,705.0,447.0,1.5,21.0,1.5,1.1,,0.2,2.2,1.5,0.25,,327436.0,-3.0,66796.0,11991.0,3489.0,42436.0,-36525.0,-36525.0,-128371.0
2012,1,2007.0,arrest,6700,1170.0,586.0,584.0,424.0,1564.0,803.0,761.0,524.0,1.5,21.0,1.5,1.1,,0.2,2.2,1.5,0.25,,307936.0,-7.5,61683.0,12399.0,3307.0,36751.0,-31012.0,-31012.0,-147587.0
2013,1,2007.0,arrest,6700,1173.0,594.0,579.0,357.0,1511.0,751.0,760.0,527.0,1.5,21.0,2.8,1.1,,0.2,2.2,1.5,0.25,,350116.0,11.9,62787.0,14672.0,2474.0,74804.0,-11097.0,-11097.0,-116184.0
2014,1,2007.0,arrest,6700,1047.0,536.0,511.0,349.0,1476.0,737.0,739.0,437.0,1.5,21.0,2.0,1.1,,0.2,2.2,2.5,0.25,,363247.0,3.3,64896.0,19750.0,1985.0,73073.0,-3295.0,-3295.0,-80179.0
2015,1,2007.0,arrest,6700,1331.0,695.0,636.0,483.0,1567.0,812.0,755.0,485.0,1.5,21.0,0.3,0.4,,1.5,21.0,0.97,0.25,,419364.0,16.1,81936.0,22406.0,1645.0,85531.0,-34880.0,-34880.0,-76859.0
2016,1,2007.0,arrest,6700,1237.0,648.0,589.0,457.0,1605.0,860.0,745.0,441.0,2.1,16.5,4.9,3.5,,1.2,9.8,4.3,3.7,,372410.0,-10.8,85542.0,24490.0,1488.0,35403.0,-26564.0,-26564.0,-102243.0
2017,1,2007.0,arrest,6700,1246.0,679.0,567.0,457.0,1491.0,758.0,733.0,419.0,19.3,132.0,3.8,2.2,,2.8,37.0,3.8,2.2,,350358.0,-10.8,83169.0,22871.0,1670.0,44219.0,-3932.0,-3932.0,-98175.0
2018,1,2007.0,arrest,6700,1574.0,821.0,753.0,588.0,1576.0,833.0,743.0,452.0,1.35,10.725,6.25,4.368,,1.35,10.725,3.25,0.468,,515724.0,-10.8,80951.0,22223.0,1775.0,99670.0,-11248.0,-54.407,-89.993
2019,1,2007.0,arrest,6700,1481.0,770.0,711.0,505.0,1649.0,823.0,826.0,484.0,10.325000000000001,71.3625,3.073,0.265,,2.0749999999999997,23.862499999999997,8.654,7.098,,373978.0,-10.8,79385.0,17266.0,1524.0,25676.0,-2937.0,-2.937,-88.545
2020,1,2007.0,arrest,6700,1622.0,838.0,784.0,571.0,1443.0,736.0,707.0,390.0,1.35,10.725,4.6615,0.051,,1.35,10.725,0.3,3.783,,443927.0,-10.8,70023.0,21637.0,1186.0,54749.0,140.0,-6.46,-59.287
2021,1,2007.0,arrest,6700,1788.0,919.0,869.0,631.0,1567.0,825.0,742.0,403.0,1.2,6.1,25.103,24.745,,1.35,10.725,24.616,29.178,,470351.0,-10.8,83883.0,25025.0,1082.0,60657.0,176.0,0.176,-26.266
2022,1,2007.0,arrest,6700,2014.0,1011.0,1003.0,700.0,2066.0,973.0,1093.0,502.0,1.2,6.1,25.103,12.398,,1.35,10.725,13.863,33.795,,487938.0,-10.8,101307.0,17199.0,238.0,84020.0,144.0,0.144,-17.72
2018,1,2017.0,arrest,6900,3531.0,1761.0,1770.0,545.0,3507.0,1727.0,1780.0,831.0,0.17,2.67,,2.98,1.53,0.17,2.67,,4.08,1.53,955784.0,,253620.0,21966.0,2201.0,141235.0,1507.0,1.507,-3.466
2019,1,2017.0,arrest,6900,3208.0,1555.0,1653.0,538.0,3384.0,1625.0,1759.0,812.0,0.17,2.67,,1.63,0.1,0.17,2.67,,1.63,0.1,1008520.0,,272254.0,22928.0,2268.0,150132.0,1245.0,1.245,-2.221
2020,1,2017.0,arrest,6900,2903.0,1435.0,1468.0,476.0,3304.0,1670.0,1634.0,802.0,0.58,4.06,,3.9,0.41,0.58,4.06,,0.5,0.41,1010330.0,,245406.0,25310.0,1997.0,127185.0,1398.0,1.398,-0.823
2021,1,2017.0,arrest,6900,2992.0,1516.0,1476.0,500.0,3796.0,1912.0,1884.0,848.0,0.58,4.06,,10.87,0.255,0.58,4.06,,5.72,0.255,1006763.0,,267622.0,27381.0,2100.0,100025.0,17408.0,17.408,16.585
2022,1,2017.0,arrest,6900,2781.0,1374.0,1407.0,467.0,3473.0,1769.0,1704.0,768.0,0.58,4.06,,7.385,0.41,0.58,4.06,,10.27,0.41,1101008.0,,305541.0,31264.0,2584.0,114899.0,3431.0,3.431,20.016
2007,1,2006.0,arrest,7000,2093.0,1011.0,1082.0,657.0,2941.0,1466.0,1475.0,865.0,0.2,1.4,1.5,0.9,0.8,0.4,2.9,1.5,0.9,0.8,368044.0,12.9,92830.0,13449.0,2715.0,53266.0,-9214.0,-9214.0,-153420.0
2008,1,2006.0,arrest,7000,2445.0,1213.0,1232.0,679.0,3056.0,1487.0,1569.0,895.0,0.2,1.4,0.04,2.75,0.8,0.625,5.0,1.64,0.9,0.8,368044.0,-0.3,92830.0,13449.0,2715.0,53266.0,-9214.0,-9214.0,-153420.0
2009,1,2006.0,arrest,7000,2222.0,1098.0,1124.0,738.0,2933.0,1462.0,1471.0,829.0,2.0,25.0,0.77,2.1,0.8,0.5125,3.95,1.5699999999999998,25.7,0.8,417474.0,5.4,74724.0,14386.0,2778.0,84585.0,1790.0,1790.0,-73430.0
2010,1,2006.0,arrest,7000,2030.0,974.0,1056.0,656.0,2951.0,1473.0,1478.0,776.0,2.0,25.0,0.04,2.425,0.8,0.6,5.0,1.64,2.8,0.8,366532.0,-14.5,82330.0,13971.0,2009.0,41649.0,3650.0,3650.0,-57691.0
2011,1,2006.0,arrest,7000,1913.0,934.0,979.0,619.0,2752.0,1342.0,1410.0,745.0,2.0,25.0,0.04,2.1,0.8,0.6,5.0,1.64,14.25,0.8,389281.0,2.6,78702.0,13251.0,2011.0,61806.0,10720.0,3308.0,-18828.0
2012,1,2006.0,arrest,7000,1941.0,1015.0,926.0,617.0,2694.0,1340.0,1354.0,727.0,1.8,25.2,4.3,2.1,0.8,0.5,8.1,4.3,2.8,0.8,411412.0,4.0,84626.0,12933.0,2157.0,75609.0,20125.0,20125.0,3347.0
2013,1,2006.0,arrest,7000,2181.0,1110.0,1071.0,679.0,2956.0,1424.0,1532.0,808.0,2.1,16.6,1.5,2.1,0.1,0.6,8.8,1.5,2.8,0.8,415768.0,-0.5,101025.0,12588.0,2556.0,71372.0,18572.0,18572.0,21919.0
2014,1,2006.0,arrest,7000,1772.0,858.0,914.0,565.0,2597.0,1273.0,1324.0,698.0,1.9500000000000002,20.9,1.0,0.9,0.45,0.8,8.3,1.0,0.9,0.1,446250.0,6.9,116062.0,11432.0,2287.0,82796.0,28441.0,28441.0,40360.0
2015,1,2006.0,arrest,7000,1689.0,796.0,893.0,538.0,2446.0,1181.0,1265.0,624.0,1.515,12.7,1.67,1.981,0.1,1.515,12.6996,1.905,1.981,0.1,466044.0,5.1,113746.0,10463.0,2421.0,97010.0,22488.0,22488.0,49309.0
2016,1,2006.0,arrest,7000,1701.0,848.0,853.0,520.0,2412.0,1209.0,1203.0,634.0,2.4,14.4,2.6,1.9,0.1,2.4,14.4,1.0,0.7,0.1,497722.0,7.3,121524.0,9688.0,2547.0,102077.0,8406.0,8406.0,22415.0
2017,1,2006.0,arrest,7000,1937.0,948.0,989.0,601.0,2407.0,1186.0,1221.0,604.0,0.2,2.0,7.3,2.0,0.1,1.2,10.7,4.0,0.5,2.3,434468.0,7.3,135097.0,6531.0,2625.0,131234.0,27597.0,27597.0,43197.0
2018,1,2006.0,arrest,7000,2184.0,1080.0,1104.0,614.0,2457.0,1226.0,1231.0,590.0,0.36,2.16,2.0,0.8,0.04,0.395,2.38015,1.34,0.1,0.04,625628.0,7.3,153290.0,4848.0,2776.0,155993.0,28520.0,28.52,40.687
2019,1,2006.0,arrest,7000,2363.0,1181.0,1182.0,673.0,2323.0,1147.0,1176.0,577.0,2.42,14.15,0.5,1.3999999999999997,0.04,2.42,14.15,1.4,2.9,1.17,690129.0,7.3,171493.0,3863.0,2758.0,160418.0,16358.0,16.358,18.013
2020,1,2006.0,arrest,7000,4624.0,2370.0,2254.0,1121.0,2463.0,1219.0,1244.0,579.0,0.239,1.72,1.25,0.8,0.115,0.239,1.72,1.37,1.5,0.115,727782.0,7.3,187163.0,3713.0,2823.0,138958.0,14062.0,14.062,20.956
2021,1,2006.0,arrest,7000,2914.0,1462.0,1452.0,935.0,2786.0,1404.0,1382.0,633.0,1.3295,7.9350000000000005,9.979,8.348,0.319,2.1,16.598,5.888,2.2,0.319,959049.32,7.3,203266.64,11418.0,3166.0,352084.0,1734.44,1.73444,16.217
2022,1,2006.0,arrest,7000,3961.0,1928.0,2033.0,1294.0,2859.0,1383.0,1476.0,661.0,0.239,1.72,9.979,8.348,0.217,1.1695000000000002,9.159000000000002,7.639,16.157,0.182,735527.79182,7.3,215614.0,15699.0,3778.0,105846.0,1913.26087,1.91326087,17.598260869999997
2017,1,2016.0,arrest,7100,4270.0,2126.0,2144.0,1084.0,3175.0,1616.0,1559.0,922.0,7.1,68.1,5.1,3.5,0.9,4.4,35.2,7.2,6.3,0.9,864204.0,,249650.0,36076.0,4440.0,148128.0,7.0,-11918.0,-6858.0
2018,1,2016.0,arrest,7100,4156.0,2110.0,2046.0,1057.0,3601.0,1812.0,1789.0,1027.0,9.592,133.645,7.805,10.177,5.128,14.252,176.7784,10.31,7.212,5.983,1066310.0,,303123.0,25399.0,3689.0,182199.0,5.0,0.005,-6.853
2019,1,2016.0,arrest,7100,4543.0,2252.0,2291.0,1164.0,3658.0,1898.0,1760.0,1036.0,45.905,585.101,83.4,50.094,14.415,18.135,213.201,4.295,21.325,0.26,1184033.0,,341318.0,23015.0,3937.0,217316.0,32.0,-21.477,-6.821
2020,1,2016.0,arrest,7100,3844.0,1932.0,1912.0,1041.0,3404.0,1695.0,1709.0,883.0,24.037,319.719,24.81,10.02,1.0,69.26,990.315,33.59,50.094,13.495,1202056.0,,335544.0,20458.0,3825.0,201387.0,17.0,0.017,-6.804
2021,1,2016.0,arrest,7100,4421.0,2149.0,2272.0,1085.0,3716.0,1837.0,1879.0,1005.0,14.876,232.4375,10.335,8.685,12.12,34.234,475.006,10.965,5.005,29.912,1282318.0,,406407.0,22551.0,4189.0,201785.0,14.0,0.014,-6.79
2022,1,2016.0,arrest,7100,5316.0,2637.0,2679.0,1142.0,4648.0,2334.0,2314.0,1171.0,19.4565,276.07824999999997,17.572499999999998,9.352500000000003,6.559999999999999,26.51207,389.14158,33.256,15.445,12.12,1537806.0,,476286.0,23088.0,4253.0,340934.0,11.0,0.011,-6.779
1999,1,2013.0,conviction,1034,546.0,267.0,279.0,228.0,953.0,47.0,906.0,389.0,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,131211.0,-8.3892519327619,45087.0,12581.0,2381.0,18593.0,-7882.954545454545,-9296.045454545454,-56543.0
2000,1,2013.0,conviction,1034,454.0,231.0,223.0,222.0,837.0,414.0,423.0,360.0,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,129228.0,-2.62142200583785,43577.0,13265.0,1777.0,22722.0,-7882.954545454545,-9296.045454545454,-56543.0
2001,1,2013.0,conviction,1034,530.0,265.0,265.0,217.0,1057.0,547.0,510.0,379.0,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,127896.0,-2.10755328676782,17803.0,12923.0,2010.0,16270.0,-7882.954545454545,-9296.045454545454,-56543.0
2002,1,2013.0,conviction,1034,492.0,248.0,244.0,219.5,947.0,480.5,466.5,369.5,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,128562.0,-2.10755328676782,30690.0,13265.0,1893.5,19496.0,-7882.954545454545,-9296.045454545454,-56543.0
2003,1,2013.0,conviction,1034,588.0,301.0,287.0,185.0,709.0,354.0,355.0,309.0,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,135914.0,6.92155356134665,40738.0,14982.0,4102.0,16560.0,-19856.0,-19856.0,-56543.0
2004,1,2013.0,conviction,1034,766.0,377.0,389.0,256.0,914.0,459.0,455.0,407.0,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,145692.0,7.62475420761286,19889.0,14438.0,2636.0,18814.0,-13849.0,-13849.0,-67096.0
2005,1,2013.0,conviction,1034,578.0,284.0,294.0,240.0,841.0,409.0,432.0,317.0,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,148972.0,0.943002457554631,26758.0,11584.0,2646.0,27301.0,-4336.0,-4336.0,-51200.0
2006,1,2013.0,conviction,1034,553.0,283.0,270.0,241.0,784.0,389.0,395.0,322.0,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,147332.0,15.6,23323.5,13011.0,2641.0,23057.5,44.0,-9092.5,-51200.0
2007,1,2013.0,conviction,1034,518.0,262.0,256.0,230.0,709.0,362.0,347.0,307.0,5.0,30.0,1.1,1.3,0.3,1.5,18.0,1.1,0.1,1.8,153521.0,-13.2,32477.0,13198.0,1771.0,29225.0,29.0,-3171.0,-26838.0
2008,1,2013.0,conviction,1034,591.0,334.0,257.0,283.0,764.0,379.0,385.0,277.0,5.0,30.0,1.1,1.3,0.3,5.0,30.0,1.1,0.1,1.8,153521.0,-0.3,32477.0,13198.0,1771.0,29225.0,36.5,-3171.0,-26838.0
2009,1,2013.0,conviction,1034,609.0,303.0,306.0,233.0,976.0,516.0,460.0,395.0,5.0,30.0,1.1,1.3,0.3,5.0,30.0,1.1,0.1,1.8,142570.0,-13.7,42184.0,10290.0,528.0,9157.0,-145.0,-145.0,-19857.0
2010,1,2013.0,conviction,1034,556.0,273.0,283.0,225.0,774.0,396.0,378.0,319.0,5.0,30.0,1.1,1.3,0.3,5.0,30.0,1.1,0.1,1.8,162344.0,10.9,48164.0,10006.0,1026.0,18977.0,-10042.0,-10042.0,-29899.0
2011,1,2013.0,conviction,1034,549.0,266.0,283.0,201.0,639.0,313.0,326.0,242.0,1.6,14.9,1.1,1.3,0.3,5.0,30.0,1.1,1.1,0.3,174005.0,3.6,49400.0,8651.0,1104.0,21253.0,-5603.0,-5603.0,-35502.0
2012,1,2013.0,conviction,1034,566.0,269.0,297.0,195.0,887.0,462.0,425.0,301.0,1.9,23.0,3.1,4.5,1.5,3.6,37.9,1.1,3.3,1.5,181806.0,2.8,57273.0,7922.0,954.0,15928.0,-14504.0,-14504.0,-44706.0
2013,1,2013.0,conviction,1034,524.0,265.0,259.0,192.0,795.0,420.0,375.0,288.0,1.75,18.95,0.1,7.3,0.9,3.6,37.9,1.1,2.2,0.9,184437.0,-0.2,54197.0,8300.0,1365.0,15906.0,-18487.0,-18487.0,-55138.0
1999,1,2009.0,conviction,2630,1030.25,546.0,539.0,470.0,1845.0,909.0,936.0,810.0,0.3,4.3,1.2,0.5,0.3,0.9,8.6,5.1,0.5,0.3,275365.0,1.73216255198032,91437.0,12219.0,5598.0,45434.0,-10811.42857142857,-10811.42857142857,-89811.0
2000,1,2009.0,conviction,2630,953.0,460.0,493.0,417.0,1663.0,861.0,802.0,696.0,0.3,4.3,3.8,0.4,0.3,0.9,8.6,5.1,0.5,0.3,306402.0,10.0170277168677,103518.0,14117.0,5284.0,58909.0,-10811.42857142857,-10811.42857142857,-89811.0
2001,1,2009.0,conviction,2630,1216.0,645.0,571.0,519.0,1814.0,922.0,892.0,716.0,0.3,4.3,2.5,0.1,0.3,0.9,8.6,5.1,0.5,0.3,312588.0,-2.03295164488991,91149.0,13168.0,3344.0,39764.0,-10811.42857142857,-10811.42857142857,-89811.0
2002,1,2009.0,conviction,2630,1084.5,552.5,532.0,468.0,1738.5,891.5,847.0,706.0,0.3,4.3,3.8,0.25,0.3,0.9,8.6,5.1,0.5,0.3,309495.0,-2.03295164488991,97333.5,14117.0,4314.0,49336.5,-10811.42857142857,-10811.42857142857,-89811.0
2003,1,2009.0,conviction,2630,790.0,412.0,378.0,358.0,1440.0,698.0,742.0,569.0,0.3,4.3,3.8,0.2,1.3,0.9,8.6,2.2,0.7,1.6,305709.0,-5.69995321658539,84011.0,22344.0,4843.0,30345.0,-27244.0,-27244.0,-89811.0
2004,1,2009.0,conviction,2630,939.0,489.0,450.0,411.0,1934.0,958.0,976.0,778.0,0.7,5.3,5.1,0.6,0.1,2.4,30.9,5.0,0.3,1.6,297493.0,-2.29670994180214,70327.0,22232.0,3751.0,22157.0,-21194.0,-21194.0,-96305.0
2005,1,2009.0,conviction,2630,884.0,425.0,459.0,401.0,1747.0,847.0,900.0,699.0,0.7,5.3,5.1,0.4,0.7000000000000001,2.4,30.9,3.6,0.5,1.6,294693.0,-2.20867201840746,71788.0,17894.0,7176.0,23411.0,-11578.0,-11578.0,-98476.0
2006,1,2009.0,conviction,2630,1144.0,582.0,562.0,500.0,1565.0,783.0,782.0,594.0,0.7,5.3,5.1,0.6,0.1,2.4,30.9,5.0,0.3,1.6,296093.0,-2.9,71057.5,20063.0,5463.5,22784.0,-16386.0,-16386.0,-98476.0
2007,1,2009.0,conviction,2630,1035.0,536.0,499.0,452.0,1590.0,797.0,793.0,610.0,0.7,5.3,5.1,0.6,0.1,0.7,5.3,5.0,0.3,1.6,330277.0,12.4,92479.0,14482.0,7011.0,36702.0,243.0,243.0,-62667.0
