control_id,control_name,target_id,k,is_nn
7600,עכו,6900,3,False
7700,עפולה,6900,3,False
7800,פרדס חנה-כרכור,6900,3,False
7900,פתח תקווה,6900,3,False
8200,קריית מוצקין,6900,3,False
8300,ראשון לציון,6900,3,False
8500,רמלה,6900,3,False
8700,רעננה,6900,3,True
9000,באר שבע,6900,3,False
9200,בית שאן,6900,3,False
9300,זכרון יעקב,6900,3,False
9400,יהוד,6900,3,False
9500,קריית ביאליק,6900,3,False
9600,קריית ים,6900,3,False
9700,הוד השרון,6900,3,True
9800,בנימינה-גבעת עדה,6900,3,False
6900,כפר סבא,6900,3,False
26,ראש פינה,7000,3,False
28,מזכרת בתיה,7000,3,False
29,יסוד המעלה,7000,3,False
31,אופקים,7000,3,False
41,אליכין,7000,3,False
43,מטולה,7000,3,False
46,יבנאל,7000,3,False
47,כפר תבור,7000,3,False
65,מגדל,7000,3,False
70,אשדוד,7000,3,False
99,מצפה רמון,7000,3,False
122,רמת ישי,7000,3,False
154,תל מונד,7000,3,False
166,גן יבנה,7000,3,False
168,כפר יונה,7000,3,False
171,פרדסייה,7000,3,False
182,אבן יהודה,7000,3,False
195,קדימה-צורן,7000,3,False
229,גני תקווה,7000,3,False
240,יקנעם עילית,7000,3,False
246,נתיבות,7000,3,False
267,כפר שמריהו,7000,3,False
466,בית דגן,7000,3,False
469,קריית עקרון,7000,3,False
565,אזור,7000,3,False
587,סביון,7000,3,False
666,עומר,7000,3,False
681,גבעת שמואל,7000,3,False
812,שלומי,7000,3,False
831,ירוחם,7000,3,False
874,מגדל העמק,7000,3,False
922,רכסים,7000,3,False
1015,מבשרת ציון,7000,3,False
1020,אור עקיבא,7000,3,False
1031,שדרות,7000,3,True
1061,נצרת עילית/נוף הגליל,7000,3,False
1063,מעלות-תרשיחא,7000,3,False
1066,"בני עי""ש",7000,3,False
1137,קריית יערים,7000,3,False
1139,כרמיאל,7000,3,False
1200,מודיעין-מכבים-רעות,7000,3,False
1224,כוכב יאיר,7000,3,False
1247,חריש,7000,3,False
1263,כפר ורדים,7000,3,False
1268,מיתר,7000,3,False
1271,להבים,7000,3,False
1304,שוהם,7000,3,False
1309,אלעד,7000,3,False
2034,חצור הגלילית,7000,3,False
2100,טירת כרמל,7000,3,False
2200,דימונה,7000,3,False
2300,קריית טבעון,7000,3,False
2400,אור יהודה,7000,3,True
2500,נשר,7000,3,False
2530,באר יעקב,7000,3,False
2550,גדרה,7000,3,False
2560,ערד,7000,3,False
2600,אילת,7000,3,False
2610,בית שמש,7000,3,False
2620,קריית אונו,7000,3,False
2640,ראש העין,7000,3,False
2660,יבנה,7000,3,False
2800,קריית שמונה,7000,3,False
3557,קדומים,7000,3,False
3560,אלקנה,7000,3,False
3570,אריאל,7000,3,False
3574,בית אל,7000,3,False
3608,מעלה אפרים,7000,3,False
3611,קריית ארבע,7000,3,False
3616,מעלה אדומים,7000,3,False
3640,קרני שומרון,7000,3,False
3650,אפרת,7000,3,False
3652,בית אריה,7000,3,False
3660,עמנואל,7000,3,False
3730,גבעת זאב,7000,3,False
3750,אלפי מנשה,7000,3,False
3760,אורנית,7000,3,False
3769,הר אדר,7000,3,False
3780,ביתר עילית,7000,3,False
3797,מודיעין עילית,7000,3,False
4000,חיפה,7000,3,False
4100,קצרין,7000,3,False
5000,תל אביב-יפו,7000,3,False
6100,בני ברק,7000,3,False
6300,גבעתיים,7000,3,False
6400,הרצלייה,7000,3,False
6600,חולון,7000,3,False
6800,קריית אתא,7000,3,False
7200,נס ציונה,7000,3,False
7400,נתניה,7000,3,False
7600,עכו,7000,3,False
7700,עפולה,7000,3,False
7800,פרדס חנה-כרכור,7000,3,False
7900,פתח תקווה,7000,3,False
8200,קריית מוצקין,7000,3,False
8300,ראשון לציון,7000,3,False
8500,רמלה,7000,3,True
8700,רעננה,7000,3,False
9000,באר שבע,7000,3,False
9200,בית שאן,7000,3,False
9300,זכרון יעקב,7000,3,False
9400,יהוד,7000,3,False
9500,קריית ביאליק,7000,3,False
9600,קריית ים,7000,3,False
9700,הוד השרון,7000,3,False
9800,בנימינה-גבעת עדה,7000,3,False
7000,לוד,7000,3,False
26,ראש פינה,7100,3,False
28,מזכרת בתיה,7100,3,False
29,יסוד המעלה,7100,3,False
31,אופקים,7100,3,False
41,אליכין,7100,3,False
43,מטולה,7100,3,False
46,יבנאל,7100,3,False
47,כפר תבור,7100,3,False
65,מגדל,7100,3,False
70,אשדוד,7100,3,False
99,מצפה רמון,7100,3,False
122,רמת ישי,7100,3,False
154,תל מונד,7100,3,False
166,גן יבנה,7100,3,False
168,כפר יונה,7100,3,False
171,פרדסייה,7100,3,False
182,אבן יהודה,7100,3,False
195,קדימה-צורן,7100,3,False
229,גני תקווה,7100,3,False
240,יקנעם עילית,7100,3,False
246,נתיבות,7100,3,False
267,כפר שמריהו,7100,3,False
466,בית דגן,7100,3,False
469,קריית עקרון,7100,3,False
565,אזור,7100,3,False
587,סביון,7100,3,False
666,עומר,7100,3,False
681,גבעת שמואל,7100,3,False
812,שלומי,7100,3,False
831,ירוחם,7100,3,False
874,מגדל העמק,7100,3,False
922,רכסים,7100,3,False
1015,מבשרת ציון,7100,3,False
1020,אור עקיבא,7100,3,False
1031,שדרות,7100,3,False
1061,נצרת עילית/נוף הגליל,7100,3,False
1063,מעלות-תרשיחא,7100,3,False
1066,"בני עי""ש",7100,3,False
1137,קריית יערים,7100,3,False
1139,כרמיאל,7100,3,False
1200,מודיעין-מכבים-רעות,7100,3,False
1224,כוכב יאיר,7100,3,False
1247,חריש,7100,3,False
1263,כפר ורדים,7100,3,False
1268,מיתר,7100,3,False
1271,להבים,7100,3,False
1304,שוהם,7100,3,False
1309,אלעד,7100,3,False
2034,חצור הגלילית,7100,3,False
2100,טירת כרמל,7100,3,False
2200,דימונה,7100,3,True
2300,קריית טבעון,7100,3,False
2400,אור יהודה,7100,3,False
2500,נשר,7100,3,False
2530,באר יעקב,7100,3,False
2550,גדרה,7100,3,False
2560,ערד,7100,3,False
2600,אילת,7100,3,False
2610,בית שמש,7100,3,False
2620,קריית אונו,7100,3,False
2640,ראש העין,7100,3,False
2660,יבנה,7100,3,False
2800,קריית שמונה,7100,3,False
3557,קדומים,7100,3,False
3560,אלקנה,7100,3,False
3570,אריאל,7100,3,False
3574,בית אל,7100,3,False
3608,מעלה אפרים,7100,3,False
3611,קריית ארבע,7100,3,False
3616,מעלה אדומים,7100,3,False
3640,קרני שומרון,7100,3,False
3650,אפרת,7100,3,False
3652,בית אריה,7100,3,False
3660,עמנואל,7100,3,False
3730,גבעת זאב,7100,3,False
3750,אלפי מנשה,7100,3,False
3760,אורנית,7100,3,False
3769,הר אדר,7100,3,False
3780,ביתר עילית,7100,3,False
3797,מודיעין עילית,7100,3,False
4000,חיפה,7100,3,False
4100,קצרין,7100,3,False
5000,תל אביב-יפו,7100,3,False
6100,בני ברק,7100,3,False
6300,גבעתיים,7100,3,False
6400,הרצלייה,7100,3,False
6600,חולון,7100,3,False
6800,קריית אתא,7100,3,True
7200,נס ציונה,7100,3,False
7400,נתניה,7100,3,False
7600,עכו,7100,3,False
7700,עפולה,7100,3,False
7800,פרדס חנה-כרכור,7100,3,True
7900,פתח תקווה,7100,3,False
8200,קריית מוצקין,7100,3,False
8300,ראשון לציון,7100,3,False
8500,רמלה,7100,3,False
8700,רעננה,7100,3,False
9000,באר שבע,7100,3,False
9200,בית שאן,7100,3,False
9300,זכרון יעקב,7100,3,False
9400,יהוד,7100,3,False
9500,קריית ביאליק,7100,3,False
9600,קריית ים,7100,3,False
9700,הוד השרון,7100,3,False
9800,בנימינה-גבעת עדה,7100,3,False
7100,אשקלון,7100,3,False
26,ראש פינה,8000,3,False
28,מזכרת בתיה,8000,3,False
29,יסוד המעלה,8000,3,False
31,אופקים,8000,3,False
41,אליכין,8000,3,False
43,מטולה,8000,3,False
46,יבנאל,8000,3,False
47,כפר תבור,8000,3,False
65,מגדל,8000,3,False
70,אשדוד,8000,3,False
99,מצפה רמון,8000,3,False
122,רמת ישי,8000,3,False
154,תל מונד,8000,3,False
166,גן יבנה,8000,3,False
168,כפר יונה,8000,3,False
171,פרדסייה,8000,3,False
182,אבן יהודה,8000,3,False
195,קדימה-צורן,8000,3,False
229,גני תקווה,8000,3,False
240,יקנעם עילית,8000,3,False
246,נתיבות,8000,3,False
267,כפר שמריהו,8000,3,False
466,בית דגן,8000,3,False
469,קריית עקרון,8000,3,False
565,אזור,8000,3,False
587,סביון,8000,3,False
666,עומר,8000,3,False
681,גבעת שמואל,8000,3,False
812,שלומי,8000,3,False
831,ירוחם,8000,3,False
874,מגדל העמק,8000,3,False
922,רכסים,8000,3,True
1015,מבשרת ציון,8000,3,False
1020,אור עקיבא,8000,3,False
1031,שדרות,8000,3,False
1061,נצרת עילית/נוף הגליל,8000,3,False
1063,מעלות-תרשיחא,8000,3,False
1066,"בני עי""ש",8000,3,False
1137,קריית יערים,8000,3,False
1139,כרמיאל,8000,3,False
1200,מודיעין-מכבים-רעות,8000,3,False
1224,כוכב יאיר,8000,3,False
1247,חריש,8000,3,False
1263,כפר ורדים,8000,3,False
1268,מיתר,8000,3,False
1271,להבים,8000,3,False
1304,שוהם,8000,3,False
1309,אלעד,8000,3,False
2034,חצור הגלילית,8000,3,False
2100,טירת כרמל,8000,3,False
2200,דימונה,8000,3,False
2300,קריית טבעון,8000,3,False
2400,אור יהודה,8000,3,False
2500,נשר,8000,3,False
2530,באר יעקב,8000,3,False
2550,גדרה,8000,3,False
2560,ערד,8000,3,False
2600,אילת,8000,3,False
2610,בית שמש,8000,3,False
2620,קריית אונו,8000,3,False
2640,ראש העין,8000,3,False
2660,יבנה,8000,3,False
2800,קריית שמונה,8000,3,False
3557,קדומים,8000,3,False
3560,אלקנה,8000,3,False
3570,אריאל,8000,3,False
3574,בית אל,8000,3,False
3608,מעלה אפרים,8000,3,False
3611,קריית ארבע,8000,3,False
3616,מעלה אדומים,8000,3,False
3640,קרני שומרון,8000,3,False
3650,אפרת,8000,3,False
3652,בית אריה,8000,3,False
3660,עמנואל,8000,3,True
3730,גבעת זאב,8000,3,False
3750,אלפי מנשה,8000,3,False
3760,אורנית,8000,3,False
3769,הר אדר,8000,3,False
3780,ביתר עילית,8000,3,True
3797,מודיעין עילית,8000,3,False
4000,חיפה,8000,3,False
4100,קצרין,8000,3,False
5000,תל אביב-יפו,8000,3,False
6100,בני ברק,8000,3,False
6300,גבעתיים,8000,3,False
6400,הרצלייה,8000,3,False
6600,חולון,8000,3,False
6800,קריית אתא,8000,3,False
7200,נס ציונה,8000,3,False
7400,נתניה,8000,3,False
7600,עכו,8000,3,False
7700,עפולה,8000,3,False
7800,פרדס חנה-כרכור,8000,3,False
7900,פתח תקווה,8000,3,False
8200,קריית מוצקין,8000,3,False
8300,ראשון לציון,8000,3,False
8500,רמלה,8000,3,False
8700,רעננה,8000,3,False
9000,באר שבע,8000,3,False
9200,בית שאן,8000,3,False
9300,זכרון יעקב,8000,3,False
9400,יהוד,8000,3,False
9500,קריית ביאליק,8000,3,False
9600,קריית ים,8000,3,False
9700,הוד השרון,8000,3,False
9800,בנימינה-גבעת עדה,8000,3,False
8000,צפת,8000,3,False
26,ראש פינה,8400,3,False
28,מזכרת בתיה,8400,3,False
29,יסוד המעלה,8400,3,False
31,אופקים,8400,3,False
41,אליכין,8400,3,False
43,מטולה,8400,3,False
46,יבנאל,8400,3,False
47,כפר תבור,8400,3,False
65,מגדל,8400,3,False
70,אשדוד,8400,3,False
99,מצפה רמון,8400,3,False
122,רמת ישי,8400,3,False
154,תל מונד,8400,3,False
166,גן יבנה,8400,3,False
168,כפר יונה,8400,3,False
171,פרדסייה,8400,3,False
182,אבן יהודה,8400,3,False
195,קדימה-צורן,8400,3,False
229,גני תקווה,8400,3,False
240,יקנעם עילית,8400,3,False
246,נתיבות,8400,3,False
267,כפר שמריהו,8400,3,False
466,בית דגן,8400,3,False
469,קריית עקרון,8400,3,False
565,אזור,8400,3,False
587,סביון,8400,3,False
666,עומר,8400,3,False
681,גבעת שמואל,8400,3,False
812,שלומי,8400,3,False
831,ירוחם,8400,3,False
874,מגדל העמק,8400,3,False
922,רכסים,8400,3,False
1015,מבשרת ציון,8400,3,False
1020,אור עקיבא,8400,3,False
1031,שדרות,8400,3,False
1061,נצרת עילית/נוף הגליל,8400,3,False
1063,מעלות-תרשיחא,8400,3,False
1066,"בני עי""ש",8400,3,False
1137,קריית יערים,8400,3,False
1139,כרמיאל,8400,3,False
1200,מודיעין-מכבים-רעות,8400,3,False
1224,כוכב יאיר,8400,3,False
1247,חריש,8400,3,False
1263,כפר ורדים,8400,3,False
1268,מיתר,8400,3,False
1271,להבים,8400,3,False
1304,שוהם,8400,3,False
1309,אלעד,8400,3,False
2034,חצור הגלילית,8400,3,False
2100,טירת כרמל,8400,3,False
2200,דימונה,8400,3,False
2300,קריית טבעון,8400,3,False
2400,אור יהודה,8400,3,False
2500,נשר,8400,3,False
2530,באר יעקב,8400,3,False
2550,גדרה,8400,3,False
2560,ערד,8400,3,False
2600,אילת,8400,3,False
2610,בית שמש,8400,3,False
2620,קריית אונו,8400,3,False
2640,ראש העין,8400,3,False
2660,יבנה,8400,3,False
2800,קריית שמונה,8400,3,False
3557,קדומים,8400,3,False
3560,אלקנה,8400,3,False
3570,אריאל,8400,3,False
3574,בית אל,8400,3,False
3608,מעלה אפרים,8400,3,False
3611,קריית ארבע,8400,3,False
3616,מעלה אדומים,8400,3,False
3640,קרני שומרון,8400,3,False
3650,אפרת,8400,3,False
3652,בית אריה,8400,3,False
3660,עמנואל,8400,3,False
3730,גבעת זאב,8400,3,False
3750,אלפי מנשה,8400,3,False
3760,אורנית,8400,3,False
3769,הר אדר,8400,3,False
3780,ביתר עילית,8400,3,False
3797,מודיעין עילית,8400,3,False
4000,חיפה,8400,3,False
4100,קצרין,8400,3,False
5000,תל אביב-יפו,8400,3,False
6100,בני ברק,8400,3,False
6300,גבעתיים,8400,3,False
6400,הרצלייה,8400,3,False
6600,חולון,8400,3,False
6800,קריית אתא,8400,3,False
7200,נס ציונה,8400,3,True
7400,נתניה,8400,3,False
7600,עכו,8400,3,False
7700,עפולה,8400,3,False
7800,פרדס חנה-כרכור,8400,3,True
7900,פתח תקווה,8400,3,False
8200,קריית מוצקין,8400,3,False
8300,ראשון לציון,8400,3,False
8500,רמלה,8400,3,False
8700,רעננה,8400,3,False
9000,באר שבע,8400,3,False
9200,בית שאן,8400,3,False
9300,זכרון יעקב,8400,3,False
9400,יהוד,8400,3,False
9500,קריית ביאליק,8400,3,False
9600,קריית ים,8400,3,False
9700,הוד השרון,8400,3,True
9800,בנימינה-גבעת עדה,8400,3,False
8400,רחובות,8400,3,False
26,ראש פינה,8600,3,False
28,מזכרת בתיה,8600,3,False
29,יסוד המעלה,8600,3,False
31,אופקים,8600,3,False
41,אליכין,8600,3,False
43,מטולה,8600,3,False
46,יבנאל,8600,3,False
47,כפר תבור,8600,3,False
65,מגדל,8600,3,False
70,אשדוד,8600,3,False
99,מצפה רמון,8600,3,False
122,רמת ישי,8600,3,False
154,תל מונד,8600,3,False
166,גן יבנה,8600,3,False
168,כפר יונה,8600,3,False
171,פרדסייה,8600,3,False
182,אבן יהודה,8600,3,False
195,קדימה-צורן,8600,3,False
229,גני תקווה,8600,3,False
240,יקנעם עילית,8600,3,False
246,נתיבות,8600,3,False
267,כפר שמריהו,8600,3,False
466,בית דגן,8600,3,False
469,קריית עקרון,8600,3,False
565,אזור,8600,3,False
587,סביון,8600,3,False
666,עומר,8600,3,False
681,גבעת שמואל,8600,3,False
812,שלומי,8600,3,False
831,ירוחם,8600,3,False
874,מגדל העמק,8600,3,False
922,רכסים,8600,3,False
1015,מבשרת ציון,8600,3,False
1020,אור עקיבא,8600,3,False
1031,שדרות,8600,3,False
1061,נצרת עילית/נוף הגליל,8600,3,False
1063,מעלות-תרשיחא,8600,3,False
1066,"בני עי""ש",8600,3,False
1137,קריית יערים,8600,3,False
1139,כרמיאל,8600,3,False
1200,מודיעין-מכבים-רעות,8600,3,False
1224,כוכב יאיר,8600,3,False
1247,חריש,8600,3,False
1263,כפר ורדים,8600,3,False
1268,מיתר,8600,3,False
1271,להבים,8600,3,False
1304,שוהם,8600,3,False
1309,אלעד,8600,3,False
2034,חצור הגלילית,8600,3,False
2100,טירת כרמל,8600,3,False
2200,דימונה,8600,3,False
2300,קריית טבעון,8600,3,False
2400,אור יהודה,8600,3,False
2500,נשר,8600,3,False
2530,באר יעקב,8600,3,False
2550,גדרה,8600,3,False
2560,ערד,8600,3,False
2600,אילת,8600,3,False
2610,בית שמש,8600,3,False
2620,קריית אונו,8600,3,False
2640,ראש העין,8600,3,False
2660,יבנה,8600,3,False
2800,קריית שמונה,8600,3,False
3557,קדומים,8600,3,False
3560,אלקנה,8600,3,False
3570,אריאל,8600,3,False
3574,בית אל,8600,3,False
3608,מעלה אפרים,8600,3,False
3611,קריית ארבע,8600,3,False
3616,מעלה אדומים,8600,3,False
3640,קרני שומרון,8600,3,False
3650,אפרת,8600,3,False
3652,בית אריה,8600,3,False
3660,עמנואל,8600,3,False
3730,גבעת זאב,8600,3,False
3750,אלפי מנשה,8600,3,False
3760,אורנית,8600,3,False
3769,הר אדר,8600,3,False
3780,ביתר עילית,8600,3,False
3797,מודיעין עילית,8600,3,False
4000,חיפה,8600,3,False
4100,קצרין,8600,3,False
5000,תל אביב-יפו,8600,3,False
6100,בני ברק,8600,3,False
6300,גבעתיים,8600,3,True
6400,הרצלייה,8600,3,True
6600,חולון,8600,3,False
6800,קריית אתא,8600,3,False
7200,נס ציונה,8600,3,False
7400,נתניה,8600,3,False
7600,עכו,8600,3,False
7700,עפולה,8600,3,False
7800,פרדס חנה-כרכור,8600,3,False
7900,פתח תקווה,8600,3,False
8200,קריית מוצקין,8600,3,False
8300,ראשון לציון,8600,3,False
8500,רמלה,8600,3,False
8700,רעננה,8600,3,True
9000,באר שבע,8600,3,False
9200,בית שאן,8600,3,False
9300,זכרון יעקב,8600,3,False
9400,יהוד,8600,3,False
9500,קריית ביאליק,8600,3,False
9600,קריית ים,8600,3,False
9700,הוד השרון,8600,3,False
9800,בנימינה-גבעת עדה,8600,3,False
8600,רמת גן,8600,3,False
26,ראש פינה,9100,3,False
28,מזכרת בתיה,9100,3,False
29,יסוד המעלה,9100,3,False
31,אופקים,9100,3,False
41,אליכין,9100,3,False
43,מטולה,9100,3,False
46,יבנאל,9100,3,False
47,כפר תבור,9100,3,False
65,מגדל,9100,3,False
70,אשדוד,9100,3,False
99,מצפה רמון,9100,3,False
122,רמת ישי,9100,3,False
154,תל מונד,9100,3,False
166,גן יבנה,9100,3,False
168,כפר יונה,9100,3,False
171,פרדסייה,9100,3,False
182,אבן יהודה,9100,3,False
195,קדימה-צורן,9100,3,False
229,גני תקווה,9100,3,False
240,יקנעם עילית,9100,3,True
246,נתיבות,9100,3,False
267,כפר שמריהו,9100,3,False
466,בית דגן,9100,3,False
469,קריית עקרון,9100,3,False
565,אזור,9100,3,False
587,סביון,9100,3,False
666,עומר,9100,3,False
681,גבעת שמואל,9100,3,False
812,שלומי,9100,3,False
831,ירוחם,9100,3,False
874,מגדל העמק,9100,3,False
922,רכסים,9100,3,False
1015,מבשרת ציון,9100,3,False
1020,אור עקיבא,9100,3,False
1031,שדרות,9100,3,False
1061,נצרת עילית/נוף הגליל,9100,3,False
1063,מעלות-תרשיחא,9100,3,False
1066,"בני עי""ש",9100,3,False
1137,קריית יערים,9100,3,False
1139,כרמיאל,9100,3,True
1200,מודיעין-מכבים-רעות,9100,3,False
1224,כוכב יאיר,9100,3,False
1247,חריש,9100,3,False
1263,כפר ורדים,9100,3,False
1268,מיתר,9100,3,False
1271,להבים,9100,3,False
1304,שוהם,9100,3,False
1309,אלעד,9100,3,False
2034,חצור הגלילית,9100,3,False
2100,טירת כרמל,9100,3,False
2200,דימונה,9100,3,False
2300,קריית טבעון,9100,3,False
2400,אור יהודה,9100,3,False
2500,נשר,9100,3,False
2530,באר יעקב,9100,3,False
2550,גדרה,9100,3,False
2560,ערד,9100,3,False
2600,אילת,9100,3,False
2610,בית שמש,9100,3,False
2620,קריית אונו,9100,3,False
2640,ראש העין,9100,3,False
2660,יבנה,9100,3,False
2800,קריית שמונה,9100,3,True
3557,קדומים,9100,3,False
3560,אלקנה,9100,3,False
3570,אריאל,9100,3,False
3574,בית אל,9100,3,False
3608,מעלה אפרים,9100,3,False
3611,קריית ארבע,9100,3,False
3616,מעלה אדומים,9100,3,False
3640,קרני שומרון,9100,3,False
3650,אפרת,9100,3,False
3652,בית אריה,9100,3,False
3660,עמנואל,9100,3,False
3730,גבעת זאב,9100,3,False
3750,אלפי מנשה,9100,3,False
3760,אורנית,9100,3,False
3769,הר אדר,9100,3,False
3780,ביתר עילית,9100,3,False
3797,מודיעין עילית,9100,3,False
4000,חיפה,9100,3,False
4100,קצרין,9100,3,False
5000,תל אביב-יפו,9100,3,False
6100,בני ברק,9100,3,False
6300,גבעתיים,9100,3,False
6400,הרצלייה,9100,3,False
6600,חולון,9100,3,False
6800,קריית אתא,9100,3,False
7200,נס ציונה,9100,3,False
7400,נתניה,9100,3,False
7600,עכו,9100,3,False
7700,עפולה,9100,3,False
7800,פרדס חנה-כרכור,9100,3,False
7900,פתח תקווה,9100,3,False
8200,קריית מוצקין,9100,3,False
8300,ראשון לציון,9100,3,False
8500,רמלה,9100,3,False
8700,רעננה,9100,3,False
9000,באר שבע,9100,3,False
9200,בית שאן,9100,3,False
9300,זכרון יעקב,9100,3,False
9400,יהוד,9100,3,False
9500,קריית ביאליק,9100,3,False
9600,קריית ים,9100,3,False
9700,הוד השרון,9100,3,False
9800,בנימינה-גבעת עדה,9100,3,False
9100,נהרייה,9100,3,False
